FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Flip
26011,0.158,"2,370",15.8,49.63983267,3.646440913,-2.646440913
26013,0.155,"1,290",15.5,156.8810497,2.249156199,-1.249156199
26015,0.101,"6,190",10.1,57.79340046,2.703414656,-1.703414656
26017,0.146,"15,080",14.6,55.05714549,2.92954221,-1.92954221
26019,0.121,"2,140",12.1,180.4492984,1.994443379,-0.994443379
26021,0.14,"21,600",14,92.84099352,2.032512634,-1.032512634
26023,0.136,"5,900",13.6,126.684785,2.14712604,-1.14712604
26025,0.149,"19,900",14.9,108.8768719,1.989851511,-0.989851511
26027,0.13,"6,720",13,185.037869,3.183347413,-2.183347413
26029,0.126,"3,290",12.6,185.6465955,3.258003752,-2.258003752
26031,0.167,"4,250",16.7,47.54623185,3.545783256,-2.545783256
26033,0.154,"5,750",15.4,60.3442369,2.745276264,-1.745276264
26035,0.193,"5,910",19.3,43.35808487,2.406787892,-1.406787892
26037,0.092,"7,230",9.2,93.82675189,2.993247954,-1.993247954
26039,0.162,"2,260",16.2,92.06049434,3.365642186,-2.365642186
26041,0.145,"5,210",14.5,60.12069072,3.408763241,-2.408763241
26043,0.119,"3,030",11.9,40.73178918,2.275040794,-1.275040794
26045,0.114,"12,530",11.4,76.38279326,3.265738771,-2.265738771
26047,0.13,"4,320",13,111.7860389,2.500970257,-1.500970257
26049,0.161,"65,660",16.1,85.84280512,2.77152274,-1.77152274
26051,0.154,"3,900",15.4,85.65141286,3.614829774,-2.614829774
26053,0.14,"2,060",14,158.7241538,2.950680248,-1.950680248
26055,0.118,"10,940",11.8,37.98175869,2.523749442,-1.523749442
26057,0.137,"5,590",13.7,33.40263485,2.055497405,-1.055497405
26059,0.141,"6,460",14.1,156.8375529,3.737480485,-2.737480485
26061,0.134,"4,820",13.4,74.44358547,2.795126866,-1.795126866
26063,0.132,"4,120",13.2,159.2416181,2.307157155,-1.307157155
26065,0.133,"38,760",13.3,185.002094,2.379692642,-1.379692642
26067,0.113,"7,310",11.3,196.9787314,2.944245047,-1.944245047
26069,0.16,"4,020",16,199.1111524,3.495621295,-2.495621295
26071,0.144,"1,590",14.4,173.1186512,2.627464393,-1.627464393
26073,0.155,"10,920",15.5,144.675714,2.187991656,-1.187991656
26075,0.13,"20,620",13,131.5318066,2.119794904,-1.119794904
26077,0.12,"31,740",12,173.6058087,2.972180887,-1.972180887
26079,0.159,"2,810",15.9,178.8619293,2.388412222,-1.388412222
26081,0.108,"70,540",10.8,155.4525844,3.980308993,-2.980308993
26083,0.108,230,10.8,121.5401521,2.710217133,-1.710217133
26085,0.179,"2,110",17.9,105.9052022,2.54250003,-1.54250003
26087,0.133,"11,710",13.3,149.9261505,3.037420921,-2.037420921
26089,0.094,"2,030",9.4,105.8068044,2.102845764,-1.102845764
26091,0.124,"12,150",12.4,158.0306533,2.346875405,-1.346875405
26093,0.094,"17,880",9.4,187.5607627,3.571930666,-2.571930666
26095,0.154,970,15.4,157.8326973,3.450342396,-2.450342396
26097,0.176,"1,900",17.6,193.6212348,2.411569049,-1.411569049
26099,0.133,"116,040",13.3,131.8135405,2.82312102,-1.82312102
26101,0.135,"3,310",13.5,188.9512725,3.550455953,-2.550455953
26103,0.134,"8,890",13.4,194.1402713,2.703036594,-1.703036594
26105,0.145,"4,220",14.5,116.3691632,2.60556081,-1.60556081
26107,0.151,"6,550",15.1,196.541086,3.254741232,-2.254741232
26109,0.121,"2,760",12.1,177.5352355,2.656091058,-1.656091058
26111,0.114,"9,530",11.4,169.0832237,2.853286016,-1.853286016
26113,0.142,"2,130",14.2,130.5310321,2.134781385,-1.134781385
26115,0.124,"18,550",12.4,,2.500213534,-1.500213534
26117,0.136,"8,630",13.6,,3.135958666,-2.135958666
26119,0.178,"1,650",17.8,,2.461103396,-1.461103396
26121,0.141,"24,540",14.1,,2.559959198,-1.559959198
26123,0.144,"7,000",14.4,,2.390747544,-1.390747544
26125,0.107,"134,340",10.7,,2.580146071,-1.580146071
26127,0.138,"3,670",13.8,,2.903336174,-1.903336174
26129,0.17,"3,560",17,,3.682535989,-2.682535989
26131,0.155,900,15.5,,2.725149075,-1.725149075
26133,0.149,"3,470",14.9,,3.019532616,-2.019532616
26135,0.162,"1,340",16.2,,3.108389961,-2.108389961
26137,0.145,"3,560",14.5,,2.34990664,-1.34990664
26139,0.087,"25,130",8.7,,3.253621053,-2.253621053
26141,0.15,"1,900",15,,2.875292746,-1.875292746
26143,0.181,"4,320",18.1,,2.575568419,-1.575568419
26145,0.149,"28,560",14.9,,2.470565284,-1.470565284
26147,0.149,"23,770",14.9,,2.00687109,-1.00687109
26149,0.141,"8,560",14.1,,2.644168363,-1.644168363
26151,0.151,"6,210",15.1,,3.465732522,-2.465732522
26153,0.156,"1,250",15.6,,2.442385291,-1.442385291
26155,0.132,"8,990",13.2,,2.668405596,-1.668405596
26157,0.146,"7,700",14.6,,2.105045102,-1.105045102
26159,0.13,"9,820",13,,2.240014032,-1.240014032
26161,0.104,"38,470",10.4,,2.261844756,-1.261844756
26163,0.176,"308,080",17.6,,2.83630896,-1.83630896
26165,0.145,"4,830",14.5,,3.600945542,-2.600945542
27001,0.109,"1,730",10.9,,3.141926248,-2.141926248
27003,0.054,"19,000",5.4,,3.731628835,-2.731628835
27005,0.085,"2,910",8.5,,4.075271248,-3.075271248
27007,0.114,"5,340",11.4,,3.281226067,-2.281226067
27009,0.081,"3,260",8.1,,3.242854719,-2.242854719
27011,0.089,440,8.9,,2.70436557,-1.70436557
27013,0.084,"5,670",8.4,,2.78096868,-1.78096868
27015,0.062,"1,570",6.2,,3.610218416,-2.610218416
27017,0.089,"3,160",8.9,,2.978069125,-1.978069125
27019,0.036,"3,720",3.6,,3.714968732,-2.714968732
27021,0.108,"3,180",10.8,,3.070472175,-2.070472175
27023,0.083,980,8.3,,3.22859781,-2.22859781
27025,0.061,"3,400",6.1,,3.745433847,-2.745433847
27027,0.077,"4,950",7.7,,3.946187882,-2.946187882
27029,0.122,"1,080",12.2,,4.147837321,-3.147837321
27031,0.096,520,9.6,,2.70957181,-1.70957181
27033,0.083,930,8.3,,3.553011014,-2.553011014
27035,0.09,"5,830",9,,2.93846076,-1.93846076
27037,0.054,"23,150",5.4,,2.720319926,-1.720319926
27039,0.045,930,4.5,,3.380704501,-2.380704501
27041,0.069,"2,610",6.9,,2.579703516,-1.579703516
27043,0.084,"1,150",8.4,,2.634583747,-1.634583747
27045,0.069,"1,460",6.9,,2.587286941,-1.587286941
27047,0.076,"2,320",7.6,,2.858044371,-1.858044371
27049,0.07,"3,250",7,,3.398830991,-2.398830991
27051,0.079,470,7.9,,3.045284701,-2.045284701
27053,0.075,"94,710",7.5,,2.670477193,-1.670477193
27055,0.06,"1,120",6,,3.775361904,-2.775361904
27057,0.092,"1,970",9.2,,3.240665155,-2.240665155
27059,0.07,"2,810",7,,3.910770076,-2.910770076
27061,0.105,"4,760",10.5,,2.594084612,-1.594084612
27063,0.06,600,6,,3.373515207,-2.373515207
27065,0.093,"1,500",9.3,,3.100684825,-2.100684825
27067,0.068,"2,910",6.8,,4.400656087,-3.400656087
27069,0.08,340,8,,4.164804799,-3.164804799
27071,0.105,"1,300",10.5,,3.085172193,-2.085172193
27073,0.072,480,7.2,,4.01311632,-3.01311632
27075,0.082,870,8.2,,4.350671558,-3.350671558
27077,0.072,270,7.2,,2.822961567,-1.822961567
27079,0.069,"1,970",6.9,,2.891438739,-1.891438739
27081,0.077,440,7.7,,2.871822929,-1.871822929
27083,0.078,"2,000",7.8,,2.978206371,-1.978206371
27085,0.068,"2,440",6.8,,3.869773584,-2.869773584
27087,0.161,890,16.1,,4.242205203,-3.242205203
27089,0.068,630,6.8,,2.582057524,-1.582057524
27091,0.095,"1,870",9.5,,3.083683421,-2.083683421
27093,0.061,"1,420",6.1,,3.366338707,-2.366338707
27095,0.103,"2,680",10.3,,3.390093981,-2.390093981
27097,0.086,"2,830",8.6,,2.603623711,-1.603623711
27099,0.084,"3,360",8.4,,2.734968473,-1.734968473
27101,0.065,540,6.5,,2.813876795,-1.813876795
27103,0.069,"2,360",6.9,,2.615743679,-1.615743679
27105,0.066,"1,420",6.6,,3.892177647,-2.892177647
27107,0.077,500,7.7,,2.731474375,-1.731474375
27109,0.061,"9,620",6.1,,3.551534497,-2.551534497
27111,0.073,"4,260",7.3,,4.13132155,-3.13132155
27113,0.083,"1,170",8.3,,3.446040835,-2.446040835
27115,0.103,"3,010",10.3,,2.759128591,-1.759128591
27117,0.074,680,7.4,,4.043245132,-3.043245132
27119,0.087,"2,730",8.7,,3.260710775,-2.260710775
27121,0.071,780,7.1,,3.056689341,-2.056689341
27123,0.095,"51,980",9.5,,4.066280531,-3.066280531
27125,0.08,320,8,,2.848153186,-1.848153186
27127,0.072,"1,100",7.2,,2.952398042,-1.952398042
27129,0.073,"1,060",7.3,,2.823455117,-1.823455117
27131,0.064,"4,260",6.4,,2.641145765,-1.641145765
27133,0.064,600,6.4,,4.368824236,-3.368824236
27135,0.067,"1,030",6.7,,3.963995729,-2.963995729
27137,0.1,"20,040",10,,2.921135594,-1.921135594
27139,0.044,"6,450",4.4,,3.194186396,-2.194186396
27141,0.051,"4,910",5.1,,2.893386536,-1.893386536
27143,0.063,940,6.3,,3.232990259,-2.232990259
27145,0.079,"12,640",7.9,,2.710336532,-1.710336532
27147,0.063,"2,320",6.3,,3.279318122,-2.279318122
27149,0.063,610,6.3,,3.163734655,-2.163734655
27151,0.09,840,9,,3.416047475,-2.416047475
27153,0.086,"2,110",8.6,,3.363240249,-2.363240249
27155,0.079,260,7.9,,2.834834548,-1.834834548
27157,0.068,"1,460",6.8,,3.595506225,-2.595506225
27159,0.113,"1,550",11.3,,2.703626766,-1.703626766
27161,0.07,"1,310",7,,3.069595464,-2.069595464
27163,0.044,"11,400",4.4,,2.688072568,-1.688072568
27165,0.074,810,7.4,,3.562066085,-2.562066085
27167,0.073,460,7.3,,2.757809169,-1.757809169
27169,0.071,"3,590",7.1,,3.099534147,-2.099534147
27171,0.048,"6,560",4.8,,2.976568599,-1.976568599
27173,0.07,690,7,,0.330043635,0.669956365
28001,0.219,"6,800",21.9,,0.378618314,0.621381686
28003,0.175,"6,480",17.5,,0.251814836,0.748185164
28005,0.217,"2,680",21.7,,0.326996838,0.673003162
28007,0.19,"3,480",19,,0.216129844,0.783870156
28009,0.162,"1,340",16.2,,0.510518359,0.489481641
28011,0.206,"6,420",20.6,,0.413812835,0.586187165
28013,0.182,"2,620",18.2,,0.407671578,0.592328422
28015,0.151,"1,500",15.1,,0.473024314,0.526975686
28017,0.186,"3,170",18.6,,0.456451529,0.543548471
28019,0.167,"1,370",16.7,,0.233444431,0.766555569
28021,0.222,"2,010",22.2,,0.446270869,0.553729131
28023,0.179,"2,800",17.9,,0.561560169,0.438439831
28025,0.176,"3,430",17.6,,0.341170163,0.658829837
28027,0.233,"5,290",23.3,,0.159330437,0.840669563
28029,0.157,"4,440",15.7,,0.291168797,0.708831203
28031,0.181,"3,410",18.1,,0.059163181,0.940836819
28033,0.113,"20,600",11.3,,0.384633198,0.615366802
28035,0.2,"15,010",20,,0.345326438,0.654673562
28037,0.18,"1,390",18,,0.170135231,0.829864769
28039,0.184,"4,420",18.4,,0.257886921,0.742113079
28041,0.171,"2,320",17.1,,0.439097163,0.560902837
28043,0.181,"3,800",18.1,,0.262083301,0.737916699
28045,0.153,"7,260",15.3,,0.281059332,0.718940668
28047,0.182,"37,470",18.2,,0.069736675,0.930263325
28049,0.158,"37,160",15.8,,0.288676908,0.711323092
28051,0.276,"4,810",27.6,,0.304535183,0.695464817
28053,0.254,"2,080",25.4,,0.277611193,0.722388807
28055,0.231,280,23.1,,0.511355789,0.488644211
28057,0.146,"3,420",14.6,,0.138586206,0.861413794
28059,0.168,"23,970",16.8,,0.325520966,0.674479034
28061,0.165,"2,720",16.5,,0.30942957,0.69057043
28063,0.21,"1,500",21,,0.267742618,0.732257382
28065,0.169,"1,890",16.9,,0.375768874,0.624231126
28067,0.172,"11,740",17.2,,0.47884116,0.52115884
28069,0.194,"1,910",19.4,,0.263686389,0.736313611
28071,0.147,"7,940",14.7,,0.422024254,0.577975746
28073,0.153,"9,580",15.3,,0.447083268,0.552916732
28075,0.179,"13,520",17.9,,0.252935123,0.747064877
28077,0.18,"2,270",18,,0.250980475,0.749019525
28079,0.195,"4,440",19.5,,0.433768308,0.566231692
28081,0.148,"12,650",14.8,,0.436275633,0.563724367
28083,0.2,"5,750",20,,0.268718104,0.731281896
28085,0.172,"5,880",17.2,,0.460807256,0.539192744
28087,0.16,"9,430",16,,0.12667365,0.87332635
28089,0.114,"12,040",11.4,,0.378318217,0.621681783
28091,0.193,"4,790",19.3,,0.147837293,0.852162707
28093,0.164,"5,830",16.4,,0.492088409,0.507911591
28095,0.162,"5,750",16.2,,0.447996524,0.552003476
28097,0.196,"1,950",19.6,,0.350678901,0.649321099
28099,0.197,"5,770",19.7,,0.314086267,0.685913733
28101,0.179,"3,790",17.9,,0.513996436,0.486003564
28103,0.205,"2,160",20.5,,0.546670107,0.453329893
28105,0.17,"8,450",17,,0.232389599,0.767610401
28107,0.175,"5,960",17.5,,0.332512714,0.667487286
28109,0.161,"8,940",16.1,,0.317428763,0.682571237
28111,0.19,"2,280",19,,0.309635421,0.690364579
28113,0.211,"8,300",21.1,,0.373951244,0.626048756
28115,0.163,"5,220",16.3,,0.418743396,0.581256604
28117,0.182,"4,580",18.2,,0.291749662,0.708250338
28119,0.223,"1,570",22.3,,0.069752452,0.930247548
28121,0.113,"17,400",11.3,,0.193351289,0.806648711
28123,0.179,"5,070",17.9,,0.270812615,0.729187385
28125,0.191,850,19.1,,0.148738234,0.851261766
28127,0.158,"4,230",15.8,,0.218720037,0.781279963
28129,0.149,"2,370",14.9,,0.290335579,0.709664421
28131,0.173,"3,170",17.3,,0.467120918,0.532879082
28133,0.21,"5,400",21,,0.382802582,0.617197418
28135,0.18,"2,530",18,,0.133083251,0.866916749
28137,0.149,"4,240",14.9,,0.296754392,0.703245608
28139,0.192,"4,210",19.2,,0.46462748,0.53537252
28141,0.19,"3,690",19,,0.186182192,0.813817808
28143,0.23,"2,260",23,,0.318041338,0.681958662
28145,0.149,"4,240",14.9,,0.365906547,0.634093453
28147,0.169,"2,440",16.9,,0.190739678,0.809260322
28149,0.174,"7,990",17.4,,0.406468666,0.593531334
28151,0.229,"10,330",22.9,,0.396610423,0.603389577
28153,0.178,"3,630",17.8,,0.523616352,0.476383648
28155,0.177,"1,720",17.7,,0.246034047,0.753965953
28157,0.217,"1,900",21.7,,0.434740347,0.565259653
28159,0.184,"3,330",18.4,,0.353180548,0.646819452
28161,0.169,"2,080",16.9,,0.17795615,0.82204385
28163,0.226,"6,450",22.6,,1.432280006,-0.432280006
29001,0.135,"3,440",13.5,,1.313365052,-0.313365052
29003,0.094,"1,650",9.4,,1.498157125,-0.498157125
29005,0.119,620,11.9,,1.206761518,-0.206761518
29007,0.138,"3,490",13.8,,0.18312257,0.81687743
29009,0.145,"5,170",14.5,,0.444514248,0.555485752
29011,0.164,"1,920",16.4,,0.704435107,0.295564893
29013,0.137,"2,220",13.7,,0.750127601,0.249872399
29015,0.167,"3,220",16.7,,0.550650421,0.449349579
29017,0.142,"1,730",14.2,,1.0764192,-0.0764192
29019,0.115,"20,670",11.5,,1.202752044,-0.202752044
29021,0.134,"11,790",13.4,,0.320053557,0.679946443
29023,0.181,"7,720",18.1,,1.187304742,-0.187304742
29025,0.133,"1,200",13.3,,1.083773306,-0.083773306
29027,0.103,"4,630",10.3,,0.724551807,0.275448193
29029,0.136,"6,250",13.6,,0.606502853,0.393497147
29031,0.121,"9,570",12.1,,1.119593785,-0.119593785
29033,0.124,"1,080",12.4,,0.400476304,0.599523696
29035,0.168,"1,020",16.8,,0.839665198,0.160334802
29037,0.099,"10,390",9.9,,0.521544383,0.478455617
29039,0.154,"2,180",15.4,,1.180517977,-0.180517977
29041,0.12,900,12,,0.361722851,0.638277149
29043,0.107,"9,320",10.7,,1.585268509,-0.585268509
29045,0.126,850,12.6,,1.070020167,-0.070020167
29047,0.1,"24,730",10,,1.170215068,-0.170215068
29049,0.11,"2,260",11,,0.935247923,0.064752077
29051,0.097,"7,420",9.7,,0.973075377,0.026924623
29053,0.121,"2,120",12.1,,0.771465661,0.228534339
29055,0.16,"3,830",16,,0.421892822,0.578107178
29057,0.139,"1,050",13.9,,0.585350988,0.414649012
29059,0.159,"2,670",15.9,,1.29297356,-0.29297356
29061,0.11,910,11,,1.271078524,-0.271078524
29063,0.103,"1,230",10.3,,0.665578124,0.334421876
29065,0.154,"2,390",15.4,,0.509252307,0.490747693
29067,0.151,"2,010",15.1,,0.221957208,0.778042792
29069,0.18,"5,340",18,,0.908088479,0.091911521
29071,0.112,"11,570",11.2,,0.941059922,0.058940078
29073,0.117,"1,710",11.7,,1.381482048,-0.381482048
29075,0.124,810,12.4,,0.414513984,0.585486016
29077,0.135,"39,290",13.5,,1.353610237,-0.353610237
29079,0.139,"1,370",13.9,,1.429213678,-0.429213678
29081,0.159,"1,340",15.9,,0.751197941,0.248802059
29083,0.154,"3,370",15.4,,0.631426252,0.368573748
29085,0.137,"1,300",13.7,,1.371581171,-0.371581171
29087,0.111,490,11.1,,1.080744192,-0.080744192
29089,0.1,"1,000",10,,0.479064807,0.520935193
29091,0.183,"7,360",18.3,,0.604774437,0.395225563
29093,0.183,"1,860",18.3,,0.964409473,0.035590527
29095,0.123,"86,300",12.3,,0.342095112,0.657904888
29097,0.144,"17,370",14.4,,0.848854291,0.151145709
29099,0.107,"23,960",10.7,,0.87449852,0.12550148
29101,0.115,"6,230",11.5,,1.452168242,-0.452168242
29103,0.127,500,12.7,,0.649248593,0.350751407
29105,0.153,"5,440",15.3,,0.985982514,0.014017486
29107,0.118,"3,840",11.8,,0.312549413,0.687450587
29109,0.145,"5,550",14.5,,1.489210626,-0.489210626
29111,0.137,"1,360",13.7,,1.128026742,-0.128026742
29113,0.115,"6,630",11.5,,1.290434338,-0.290434338
29115,0.132,"1,580",13.2,,1.239863343,-0.239863343
29117,0.116,"1,730",11.6,,0.151422562,0.848577438
29119,0.136,"3,110",13.6,,1.316679803,-0.316679803
29121,0.125,"1,890",12.5,,0.583137648,0.416862352
29123,0.153,"1,870",15.3,,0.887119155,0.112880845
29125,0.142,"1,250",14.2,,1.409332008,-0.409332008
29127,0.139,"3,960",13.9,,1.459792794,-0.459792794
29129,0.111,400,11.1,,0.829153224,0.170846776
29131,0.136,"3,440",13.6,,0.515938393,0.484061607
29133,0.176,"2,340",17.6,,0.932081087,0.067918913
29135,0.104,"1,650",10.4,,1.269953467,-0.269953467
29137,0.133,"1,150",13.3,,1.107516427,-0.107516427
29139,0.133,"1,520",13.3,,0.831121568,0.168878432
29141,0.155,"3,160",15.5,,0.387454382,0.612545618
29143,0.163,"2,810",16.3,,0.241071992,0.758928008
29145,0.125,"7,260",12.5,,1.446039764,-0.446039764
29147,0.121,"2,680",12.1,,0.368419145,0.631580855
29149,0.197,"2,080",19.7,,0.976579497,0.023420503
29151,0.081,"1,100",8.1,,0.485271114,0.514728886
29153,0.188,"1,720",18.8,,0.276754313,0.723245687
29155,0.215,"3,510",21.5,,0.694914319,0.305085681
29157,0.109,"2,100",10.9,,0.894445324,0.105554676
29159,0.14,"5,920",14,,0.782340143,0.217659857
29161,0.146,"6,510",14.6,,1.232187902,-0.232187902
29163,0.133,"2,410",13.3,,1.105866292,-0.105866292
29165,0.089,"9,150",8.9,,0.518558008,0.481441992
29167,0.134,"4,280",13.4,,0.762594326,0.237405674
29169,0.138,"7,220",13.8,,1.501614463,-0.501614463
29171,0.116,550,11.6,,1.309495758,-0.309495758
29173,0.113,"1,150",11.3,,1.196375344,-0.196375344
29175,0.138,"3,420",13.8,,1.081983086,-0.081983086
29177,0.116,"2,660",11.6,,0.544228419,0.455771581
29179,0.162,"1,020",16.2,,0.296975971,0.703024029
29181,0.194,"2,610",19.4,,1.029177472,-0.029177472
29183,0.075,"29,690",7.5,,0.632337204,0.367662796
29185,0.152,"1,430",15.2,,0.732179296,0.267820704
29186,0.106,"1,900",10.6,,0.693936986,0.306063014
29187,0.156,"10,420",15.6,,0.981549683,0.018450317
29189,0.098,"97,320",9.8,,1.037187339,-0.037187339
29195,0.128,"2,930",12.8,,1.531170477,-0.531170477
29197,0.142,650,14.2,,1.556930718,-0.556930718
29199,0.104,510,10.4,,0.524005985,0.475994015
29201,0.148,"5,710",14.8,,0.5103989,0.4896011
29203,0.199,"1,630",19.9,,1.354964153,-0.354964153
29205,0.127,760,12.7,,0.41081086,0.58918914
29207,0.162,"4,740",16.2,,0.254857679,0.745142321
29209,0.144,"4,590",14.4,,1.405410576,-0.405410576
29211,0.112,690,11.2,,0.331311177,0.668688823
29213,0.178,"9,910",17.8,,0.636552097,0.363447903
29215,0.172,"4,400",17.2,,0.563941214,0.436058786
29217,0.132,"2,710",13.2,,1.032574989,-0.032574989
29219,0.118,"4,150",11.8,,0.747365051,0.252634949
29221,0.176,"4,380",17.6,,0.453268285,0.546731715
29223,0.202,"2,630",20.2,,0.49940881,0.50059119
29225,0.128,"5,030",12.8,,1.474058392,-0.474058392
29227,0.128,260,12.8,,0.580324221,0.419675779
29229,0.169,"3,090",16.9,,0.98485028,0.01514972
29510,0.158,"48,260",15.8,,5.799438359,-4.799438359
30001,0.097,920,9.7,,4.726254064,-3.726254064
30003,0.148,"1,960",14.8,,5.667049662,-4.667049662
30005,0.171,"1,140",17.1,,5.700874656,-4.700874656
30007,0.079,480,7.9,,4.991881875,-3.991881875
30009,0.09,960,9,,4.213147277,-3.213147277
30011,0.089,120,8.9,,5.856681063,-4.856681063
30013,0.1,"8,130",10,,5.802919875,-4.802919875
30015,0.09,520,9,,4.570234552,-3.570234552
30017,0.099,"1,150",9.9,,5.227528725,-4.227528725
30019,0.063,110,6.3,,4.723385004,-3.723385004
30021,0.097,860,9.7,,5.980947288,-4.980947288
30023,0.149,"1,360",14.9,,4.403160339,-3.403160339
30025,0.085,250,8.5,,5.448100328,-4.448100328
30027,0.105,"1,170",10.5,,6.570209184,-5.570209184
30029,0.09,"9,170",9,,5.492683286,-4.492683286
30031,0.068,"7,590",6.8,,5.060056092,-4.060056092
30033,0.054,60,5.4,,6.447393969,-5.447393969
30035,0.172,"2,360",17.2,,5.250893406,-4.250893406
30037,0.103,80,10.3,,6.116002626,-5.116002626
30039,0.103,340,10.3,,5.909789781,-4.909789781
30041,0.107,"1,750",10.7,,5.791196717,-4.791196717
30043,0.063,760,6.3,,5.596244743,-4.596244743
30045,0.105,210,10.5,,6.461064011,-5.461064011
30047,0.116,"3,540",11.6,,6.026117211,-5.026117211
30049,0.076,"5,200",7.6,,6.056218312,-5.056218312
30051,0.129,320,12.9,,6.881179716,-5.881179716
30053,0.145,"2,870",14.5,,4.959694142,-3.959694142
30055,0.045,80,4.5,,5.612416783,-4.612416783
30057,0.072,610,7.2,,5.62787898,-4.62787898
30059,0.091,160,9.1,,6.563499654,-5.563499654
30061,0.143,620,14.3,,6.322202548,-5.322202548
30063,0.095,"11,330",9.5,,5.128596871,-4.128596871
30065,0.097,450,9.7,,5.348559516,-4.348559516
30067,0.092,"1,520",9.2,,5.239981591,-4.239981591
30069,0.073,30,7.3,,5.451920721,-4.451920721
30071,0.087,350,8.7,,6.20752476,-5.20752476
30073,0.114,670,11.4,,4.37383009,-3.37383009
30075,0.084,140,8.4,,6.088430479,-5.088430479
30077,0.109,750,10.9,,4.691481081,-3.691481081
30079,0.107,120,10.7,,6.209637963,-5.209637963
30081,0.1,"4,340",10,,4.815175178,-3.815175178
30083,0.08,880,8,,5.018605513,-4.018605513
30085,0.154,"1,710",15.4,,4.765336029,-3.765336029
30087,0.117,"1,060",11.7,,6.677891392,-5.677891392
30089,0.129,"1,520",12.9,,5.068037631,-4.068037631
30091,0.083,280,8.3,,5.867861569,-4.867861569
30093,0.116,"4,050",11.6,,5.151104857,-4.151104857
30095,0.06,580,6,,5.288569521,-4.288569521
30097,0.059,220,5.9,,6.132742276,-5.132742276
30099,0.093,570,9.3,,6.197375796,-5.197375796
30101,0.097,460,9.7,,4.85835685,-3.85835685
30103,0.101,60,10.1,,5.280672124,-4.280672124
30105,0.096,710,9.6,,5.397539647,-4.397539647
30107,0.126,270,12.6,,4.545541359,-3.545541359
30109,0.077,80,7.7,,4.985559039,-3.985559039
30111,0.077,"12,290",7.7,,1.904943927,-0.904943927
31001,0.112,"3,520",11.2,,2.316730697,-1.316730697
31003,0.103,650,10.3,,2.754445127,-1.754445127
31005,0.133,60,13.3,,3.172909007,-2.172909007
31007,0.079,50,7.9,,2.520917881,-1.520917881
31009,0.099,50,9.9,,2.174920957,-1.174920957
31011,0.085,440,8.5,,3.175578517,-2.175578517
31013,0.114,"1,230",11.4,,2.622540026,-1.622540026
31015,0.104,200,10.4,,2.652222831,-1.652222831
31017,0.096,280,9.6,,2.090248194,-1.090248194
31019,0.103,"5,110",10.3,,2.036408901,-1.036408901
31021,0.117,760,11.7,,1.912736173,-0.912736173
31023,0.094,760,9.4,,1.711267799,-0.711267799
31025,0.087,"2,260",8.7,,2.360717573,-1.360717573
31027,0.08,680,8,,2.538459518,-1.538459518
31029,0.085,310,8.5,,2.879441295,-1.879441295
31031,0.107,620,10.7,,2.955054493,-1.955054493
31033,0.121,"1,140",12.1,,1.831154322,-0.831154322
31035,0.094,580,9.4,,2.016875295,-1.016875295
31037,0.08,850,8,,2.096742543,-1.096742543
31039,0.079,700,7.9,,2.342877411,-1.342877411
31041,0.115,"1,240",11.5,,2.233042843,-1.233042843
31043,0.103,"2,070",10.3,,3.294269757,-2.294269757
31045,0.098,850,9.8,,2.22858415,-1.22858415
31047,0.098,"2,310",9.8,,2.790836834,-1.790836834
31049,0.103,180,10.3,,2.291636325,-1.291636325
31051,0.094,530,9.4,,1.97480522,-0.97480522
31053,0.109,"3,990",10.9,,1.839083574,-0.839083574
31055,0.105,"59,440",10.5,,2.471751679,-1.471751679
31057,0.1,190,10,,1.762110028,-0.762110028
31059,0.09,500,9,,1.897241573,-0.897241573
31061,0.13,390,13,,2.262718383,-1.262718383
31063,0.113,300,11.3,,2.086712002,-1.086712002
31065,0.103,480,10.3,,1.56200401,-0.56200401
31067,0.127,"2,730",12.7,,2.894815317,-1.894815317
31069,0.106,200,10.6,,2.365021033,-1.365021033
31071,0.089,190,8.9,,2.146442334,-1.146442334
31073,0.077,150,7.7,,2.841333167,-1.841333167
31075,0.126,90,12.6,,2.197043977,-1.197043977
31077,0.111,260,11.1,,1.999005274,-0.999005274
31079,0.112,"6,850",11.2,,1.924960977,-0.924960977
31081,0.075,690,7.5,,1.984389039,-0.984389039
31083,0.103,350,10.3,,2.400886289,-1.400886289
31085,0.122,110,12.2,,2.327445242,-1.327445242
31087,0.123,340,12.3,,2.492415273,-1.492415273
31089,0.089,900,8.9,,2.726694045,-1.726694045
31091,0.118,90,11.8,,2.097663182,-1.097663182
31093,0.096,620,9.6,,1.59555604,-0.59555604
31095,0.119,850,11.9,,1.555561944,-0.555561944
31097,0.1,510,10,,1.978429793,-0.978429793
31099,0.098,650,9.8,,2.667153212,-1.667153212
31101,0.123,990,12.3,,2.744798491,-1.744798491
31103,0.085,70,8.5,,3.110764497,-2.110764497
31105,0.119,430,11.9,,2.438323647,-1.438323647
31107,0.103,860,10.3,,1.724579652,-0.724579652
31109,0.106,"33,580",10.6,,2.448728982,-1.448728982
31111,0.107,"3,750",10.7,,2.521333151,-1.521333151
31113,0.097,90,9.7,,2.435954667,-1.435954667
31115,0.104,70,10.4,,2.629965546,-1.629965546
31117,0.106,40,10.6,,2.181285884,-1.181285884
31119,0.111,"3,870",11.1,,2.012405763,-1.012405763
