FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Normalized%,,,28.7,2.6
28069,0.194,"1,910",19.4,,0.263686389,0.643678161,,,,
28071,0.147,"7,940",14.7,,0.422024254,0.463601533,,,,
28073,0.153,"9,580",15.3,,0.447083268,0.486590038,,,,
28075,0.179,"13,520",17.9,,0.252935123,0.586206897,,,,
28077,0.18,"2,270",18,,0.250980475,0.590038314,,,,
28079,0.195,"4,440",19.5,,0.433768308,0.647509579,,,,
28081,0.148,"12,650",14.8,,0.436275633,0.46743295,,,,
28083,0.2,"5,750",20,,0.268718104,0.666666667,,,,
28085,0.172,"5,880",17.2,,0.460807256,0.559386973,,,,
28087,0.16,"9,430",16,,0.12667365,0.513409962,,,,
28089,0.114,"12,040",11.4,,0.378318217,0.337164751,,,,
28091,0.193,"4,790",19.3,,0.147837293,0.639846743,,,,
28093,0.164,"5,830",16.4,,0.492088409,0.528735632,,,,
28095,0.162,"5,750",16.2,,0.447996524,0.521072797,,,,
28097,0.196,"1,950",19.6,,0.350678901,0.651340996,,,,
28099,0.197,"5,770",19.7,,0.314086267,0.655172414,,,,
28101,0.179,"3,790",17.9,,0.513996436,0.586206897,,,,
28103,0.205,"2,160",20.5,,0.546670107,0.685823755,,,,
28105,0.17,"8,450",17,,0.232389599,0.551724138,,,,
28107,0.175,"5,960",17.5,,0.332512714,0.570881226,,,,
28109,0.161,"8,940",16.1,,0.317428763,0.517241379,,,,
28111,0.19,"2,280",19,,0.309635421,0.62835249,,,,
28113,0.211,"8,300",21.1,,0.373951244,0.708812261,,,,
28115,0.163,"5,220",16.3,,0.418743396,0.524904215,,,,
28117,0.182,"4,580",18.2,,0.291749662,0.597701149,,,,
28119,0.223,"1,570",22.3,,0.069752452,0.754789272,,,,
28121,0.113,"17,400",11.3,,0.193351289,0.333333333,,,,
28123,0.179,"5,070",17.9,,0.270812615,0.586206897,,,,
28125,0.191,850,19.1,,0.148738234,0.632183908,,,,
28127,0.158,"4,230",15.8,,0.218720037,0.505747126,,,,
28129,0.149,"2,370",14.9,,0.290335579,0.471264368,,,,
28131,0.173,"3,170",17.3,,0.467120918,0.563218391,,,,
28133,0.21,"5,400",21,,0.382802582,0.704980843,,,,
28135,0.18,"2,530",18,,0.133083251,0.590038314,,,,
28137,0.149,"4,240",14.9,,0.296754392,0.471264368,,,,
28139,0.192,"4,210",19.2,,0.46462748,0.636015326,,,,
28141,0.19,"3,690",19,,0.186182192,0.62835249,,,,
28143,0.23,"2,260",23,,0.318041338,0.781609195,,,,
28145,0.149,"4,240",14.9,,0.365906547,0.471264368,,,,
28147,0.169,"2,440",16.9,,0.190739678,0.54789272,,,,
28149,0.174,"7,990",17.4,,0.406468666,0.567049808,,,,
28151,0.229,"10,330",22.9,,0.396610423,0.777777778,,,,
28153,0.178,"3,630",17.8,,0.523616352,0.582375479,,,,
28155,0.177,"1,720",17.7,,0.246034047,0.578544061,,,,
28157,0.217,"1,900",21.7,,0.434740347,0.731800766,,,,
28159,0.184,"3,330",18.4,,0.353180548,0.605363985,,,,
28161,0.169,"2,080",16.9,,0.17795615,0.54789272,,,,
28163,0.226,"6,450",22.6,,1.432280006,0.766283525,,,,
29001,0.135,"3,440",13.5,,1.313365052,0.417624521,,,,
29003,0.094,"1,650",9.4,,1.498157125,0.260536398,,,,
29005,0.119,620,11.9,,1.206761518,0.356321839,,,,
29007,0.138,"3,490",13.8,,0.18312257,0.429118774,,,,
29009,0.145,"5,170",14.5,,0.444514248,0.455938697,,,,
29011,0.164,"1,920",16.4,,0.704435107,0.528735632,,,,
29013,0.137,"2,220",13.7,,0.750127601,0.425287356,,,,
29015,0.167,"3,220",16.7,,0.550650421,0.540229885,,,,
29017,0.142,"1,730",14.2,,1.0764192,0.444444444,,,,
29019,0.115,"20,670",11.5,,1.202752044,0.340996169,,,,
29021,0.134,"11,790",13.4,,0.320053557,0.413793103,,,,
29023,0.181,"7,720",18.1,,1.187304742,0.593869732,,,,
29025,0.133,"1,200",13.3,,1.083773306,0.409961686,,,,
29027,0.103,"4,630",10.3,,0.724551807,0.295019157,,,,
29029,0.136,"6,250",13.6,,0.606502853,0.421455939,,,,
29031,0.121,"9,570",12.1,,1.119593785,0.363984674,,,,
29033,0.124,"1,080",12.4,,0.400476304,0.375478927,,,,
29035,0.168,"1,020",16.8,,0.839665198,0.544061303,,,,
29037,0.099,"10,390",9.9,,0.521544383,0.279693487,,,,
29039,0.154,"2,180",15.4,,1.180517977,0.490421456,,,,
29041,0.12,900,12,,0.361722851,0.360153257,,,,
29043,0.107,"9,320",10.7,,1.585268509,0.310344828,,,,
29045,0.126,850,12.6,,1.070020167,0.383141762,,,,
29047,0.1,"24,730",10,,1.170215068,0.283524904,,,,
29049,0.11,"2,260",11,,0.935247923,0.32183908,,,,
29051,0.097,"7,420",9.7,,0.973075377,0.272030651,,,,
29053,0.121,"2,120",12.1,,0.771465661,0.363984674,,,,
29055,0.16,"3,830",16,,0.421892822,0.513409962,,,,
29057,0.139,"1,050",13.9,,0.585350988,0.432950192,,,,
29059,0.159,"2,670",15.9,,1.29297356,0.509578544,,,,
29061,0.11,910,11,,1.271078524,0.32183908,,,,
29063,0.103,"1,230",10.3,,0.665578124,0.295019157,,,,
29065,0.154,"2,390",15.4,,0.509252307,0.490421456,,,,
29067,0.151,"2,010",15.1,,0.221957208,0.478927203,,,,
29069,0.18,"5,340",18,,0.908088479,0.590038314,,,,
29071,0.112,"11,570",11.2,,0.941059922,0.329501916,,,,
29073,0.117,"1,710",11.7,,1.381482048,0.348659004,,,,
29075,0.124,810,12.4,,0.414513984,0.375478927,,,,
29077,0.135,"39,290",13.5,,1.353610237,0.417624521,,,,
29079,0.139,"1,370",13.9,,1.429213678,0.432950192,,,,
29081,0.159,"1,340",15.9,,0.751197941,0.509578544,,,,
29083,0.154,"3,370",15.4,,0.631426252,0.490421456,,,,
29085,0.137,"1,300",13.7,,1.371581171,0.425287356,,,,
29087,0.111,490,11.1,,1.080744192,0.325670498,,,,
29089,0.1,"1,000",10,,0.479064807,0.283524904,,,,
29091,0.183,"7,360",18.3,,0.604774437,0.601532567,,,,
29093,0.183,"1,860",18.3,,0.964409473,0.601532567,,,,
29095,0.123,"86,300",12.3,,0.342095112,0.37164751,,,,
29097,0.144,"17,370",14.4,,0.848854291,0.45210728,,,,
29099,0.107,"23,960",10.7,,0.87449852,0.310344828,,,,
29101,0.115,"6,230",11.5,,1.452168242,0.340996169,,,,
29103,0.127,500,12.7,,0.649248593,0.38697318,,,,
29105,0.153,"5,440",15.3,,0.985982514,0.486590038,,,,
29107,0.118,"3,840",11.8,,0.312549413,0.352490421,,,,
29109,0.145,"5,550",14.5,,1.489210626,0.455938697,,,,
29111,0.137,"1,360",13.7,,1.128026742,0.425287356,,,,
29113,0.115,"6,630",11.5,,1.290434338,0.340996169,,,,
29115,0.132,"1,580",13.2,,1.239863343,0.406130268,,,,
29117,0.116,"1,730",11.6,,0.151422562,0.344827586,,,,
29119,0.136,"3,110",13.6,,1.316679803,0.421455939,,,,
29121,0.125,"1,890",12.5,,0.583137648,0.379310345,,,,
29123,0.153,"1,870",15.3,,0.887119155,0.486590038,,,,
29125,0.142,"1,250",14.2,,1.409332008,0.444444444,,,,
29127,0.139,"3,960",13.9,,1.459792794,0.432950192,,,,
29129,0.111,400,11.1,,0.829153224,0.325670498,,,,
29131,0.136,"3,440",13.6,,0.515938393,0.421455939,,,,
29133,0.176,"2,340",17.6,,0.932081087,0.574712644,,,,
29135,0.104,"1,650",10.4,,1.269953467,0.298850575,,,,
29137,0.133,"1,150",13.3,,1.107516427,0.409961686,,,,
29139,0.133,"1,520",13.3,,0.831121568,0.409961686,,,,
29141,0.155,"3,160",15.5,,0.387454382,0.494252874,,,,
29143,0.163,"2,810",16.3,,0.241071992,0.524904215,,,,
29145,0.125,"7,260",12.5,,1.446039764,0.379310345,,,,
29147,0.121,"2,680",12.1,,0.368419145,0.363984674,,,,
29149,0.197,"2,080",19.7,,0.976579497,0.655172414,,,,
29151,0.081,"1,100",8.1,,0.485271114,0.210727969,,,,
29153,0.188,"1,720",18.8,,0.276754313,0.620689655,,,,
29155,0.215,"3,510",21.5,,0.694914319,0.724137931,,,,
29157,0.109,"2,100",10.9,,0.894445324,0.318007663,,,,
29159,0.14,"5,920",14,,0.782340143,0.436781609,,,,
29161,0.146,"6,510",14.6,,1.232187902,0.459770115,,,,
29163,0.133,"2,410",13.3,,1.105866292,0.409961686,,,,
29165,0.089,"9,150",8.9,,0.518558008,0.24137931,,,,
29167,0.134,"4,280",13.4,,0.762594326,0.413793103,,,,
29169,0.138,"7,220",13.8,,1.501614463,0.429118774,,,,
29171,0.116,550,11.6,,1.309495758,0.344827586,,,,
29173,0.113,"1,150",11.3,,1.196375344,0.333333333,,,,
29175,0.138,"3,420",13.8,,1.081983086,0.429118774,,,,
29177,0.116,"2,660",11.6,,0.544228419,0.344827586,,,,
29179,0.162,"1,020",16.2,,0.296975971,0.521072797,,,,
29181,0.194,"2,610",19.4,,1.029177472,0.643678161,,,,
29183,0.075,"29,690",7.5,,0.632337204,0.187739464,,,,
29185,0.152,"1,430",15.2,,0.732179296,0.482758621,,,,
29186,0.106,"1,900",10.6,,0.693936986,0.30651341,,,,
29187,0.156,"10,420",15.6,,0.981549683,0.498084291,,,,
29189,0.098,"97,320",9.8,,1.037187339,0.275862069,,,,
29195,0.128,"2,930",12.8,,1.531170477,0.390804598,,,,
29197,0.142,650,14.2,,1.556930718,0.444444444,,,,
29199,0.104,510,10.4,,0.524005985,0.298850575,,,,
29201,0.148,"5,710",14.8,,0.5103989,0.46743295,,,,
29203,0.199,"1,630",19.9,,1.354964153,0.662835249,,,,
29205,0.127,760,12.7,,0.41081086,0.38697318,,,,
29207,0.162,"4,740",16.2,,0.254857679,0.521072797,,,,
29209,0.144,"4,590",14.4,,1.405410576,0.45210728,,,,
29211,0.112,690,11.2,,0.331311177,0.329501916,,,,
29213,0.178,"9,910",17.8,,0.636552097,0.582375479,,,,
29215,0.172,"4,400",17.2,,0.563941214,0.559386973,,,,
29217,0.132,"2,710",13.2,,1.032574989,0.406130268,,,,
29219,0.118,"4,150",11.8,,0.747365051,0.352490421,,,,
29221,0.176,"4,380",17.6,,0.453268285,0.574712644,,,,
29223,0.202,"2,630",20.2,,0.49940881,0.674329502,,,,
29225,0.128,"5,030",12.8,,1.474058392,0.390804598,,,,
29227,0.128,260,12.8,,0.580324221,0.390804598,,,,
29229,0.169,"3,090",16.9,,0.98485028,0.54789272,,,,
29510,0.158,"48,260",15.8,,5.799438359,0.505747126,,,,
30001,0.097,920,9.7,,4.726254064,0.272030651,,,,
30003,0.148,"1,960",14.8,,5.667049662,0.46743295,,,,
30005,0.171,"1,140",17.1,,5.700874656,0.555555556,,,,
30007,0.079,480,7.9,,4.991881875,0.203065134,,,,
30009,0.09,960,9,,4.213147277,0.245210728,,,,
30011,0.089,120,8.9,,5.856681063,0.24137931,,,,
30013,0.1,"8,130",10,,5.802919875,0.283524904,,,,
30015,0.09,520,9,,4.570234552,0.245210728,,,,
30017,0.099,"1,150",9.9,,5.227528725,0.279693487,,,,
30019,0.063,110,6.3,,4.723385004,0.141762452,,,,
30021,0.097,860,9.7,,5.980947288,0.272030651,,,,
30023,0.149,"1,360",14.9,,4.403160339,0.471264368,,,,
30025,0.085,250,8.5,,5.448100328,0.22605364,,,,
30027,0.105,"1,170",10.5,,6.570209184,0.302681992,,,,
30029,0.09,"9,170",9,,5.492683286,0.245210728,,,,
30031,0.068,"7,590",6.8,,5.060056092,0.16091954,,,,
30033,0.054,60,5.4,,6.447393969,0.107279693,,,,
30035,0.172,"2,360",17.2,,5.250893406,0.559386973,,,,
30037,0.103,80,10.3,,6.116002626,0.295019157,,,,
30039,0.103,340,10.3,,5.909789781,0.295019157,,,,
30041,0.107,"1,750",10.7,,5.791196717,0.310344828,,,,
30043,0.063,760,6.3,,5.596244743,0.141762452,,,,
30045,0.105,210,10.5,,6.461064011,0.302681992,,,,
30047,0.116,"3,540",11.6,,6.026117211,0.344827586,,,,
30049,0.076,"5,200",7.6,,6.056218312,0.191570881,,,,
30051,0.129,320,12.9,,6.881179716,0.394636015,,,,
30053,0.145,"2,870",14.5,,4.959694142,0.455938697,,,,
30055,0.045,80,4.5,,5.612416783,0.072796935,,,,
30057,0.072,610,7.2,,5.62787898,0.176245211,,,,
30059,0.091,160,9.1,,6.563499654,0.249042146,,,,
30061,0.143,620,14.3,,6.322202548,0.448275862,,,,
30063,0.095,"11,330",9.5,,5.128596871,0.264367816,,,,
30065,0.097,450,9.7,,5.348559516,0.272030651,,,,
30067,0.092,"1,520",9.2,,5.239981591,0.252873563,,,,
30069,0.073,30,7.3,,5.451920721,0.180076628,,,,
30071,0.087,350,8.7,,6.20752476,0.233716475,,,,
30073,0.114,670,11.4,,4.37383009,0.337164751,,,,
30075,0.084,140,8.4,,6.088430479,0.222222222,,,,
30077,0.109,750,10.9,,4.691481081,0.318007663,,,,
30079,0.107,120,10.7,,6.209637963,0.310344828,,,,
30081,0.1,"4,340",10,,4.815175178,0.283524904,,,,
30083,0.08,880,8,,5.018605513,0.206896552,,,,
30085,0.154,"1,710",15.4,,4.765336029,0.490421456,,,,
30087,0.117,"1,060",11.7,,6.677891392,0.348659004,,,,
30089,0.129,"1,520",12.9,,5.068037631,0.394636015,,,,
30091,0.083,280,8.3,,5.867861569,0.218390805,,,,
30093,0.116,"4,050",11.6,,5.151104857,0.344827586,,,,
30095,0.06,580,6,,5.288569521,0.130268199,,,,
30097,0.059,220,5.9,,6.132742276,0.126436782,,,,
30099,0.093,570,9.3,,6.197375796,0.256704981,,,,
30101,0.097,460,9.7,,4.85835685,0.272030651,,,,
30103,0.101,60,10.1,,5.280672124,0.287356322,,,,
30105,0.096,710,9.6,,5.397539647,0.268199234,,,,
30107,0.126,270,12.6,,4.545541359,0.383141762,,,,
30109,0.077,80,7.7,,4.985559039,0.195402299,,,,
30111,0.077,"12,290",7.7,,1.904943927,0.195402299,,,,
31001,0.112,"3,520",11.2,,2.316730697,0.329501916,,,,
31003,0.103,650,10.3,,2.754445127,0.295019157,,,,
31005,0.133,60,13.3,,3.172909007,0.409961686,,,,
31007,0.079,50,7.9,,2.520917881,0.203065134,,,,
31009,0.099,50,9.9,,2.174920957,0.279693487,,,,
31011,0.085,440,8.5,,3.175578517,0.22605364,,,,
31013,0.114,"1,230",11.4,,2.622540026,0.337164751,,,,
31015,0.104,200,10.4,,2.652222831,0.298850575,,,,
31017,0.096,280,9.6,,2.090248194,0.268199234,,,,
31019,0.103,"5,110",10.3,,2.036408901,0.295019157,,,,
31021,0.117,760,11.7,,1.912736173,0.348659004,,,,
31023,0.094,760,9.4,,1.711267799,0.260536398,,,,
31025,0.087,"2,260",8.7,,2.360717573,0.233716475,,,,
31027,0.08,680,8,,2.538459518,0.206896552,,,,
31029,0.085,310,8.5,,2.879441295,0.22605364,,,,
31031,0.107,620,10.7,,2.955054493,0.310344828,,,,
31033,0.121,"1,140",12.1,,1.831154322,0.363984674,,,,
31035,0.094,580,9.4,,2.016875295,0.260536398,,,,
31037,0.08,850,8,,2.096742543,0.206896552,,,,
31039,0.079,700,7.9,,2.342877411,0.203065134,,,,
31041,0.115,"1,240",11.5,,2.233042843,0.340996169,,,,
31043,0.103,"2,070",10.3,,3.294269757,0.295019157,,,,
31045,0.098,850,9.8,,2.22858415,0.275862069,,,,
31047,0.098,"2,310",9.8,,2.790836834,0.275862069,,,,
31049,0.103,180,10.3,,2.291636325,0.295019157,,,,
31051,0.094,530,9.4,,1.97480522,0.260536398,,,,
31053,0.109,"3,990",10.9,,1.839083574,0.318007663,,,,
31055,0.105,"59,440",10.5,,2.471751679,0.302681992,,,,
31057,0.1,190,10,,1.762110028,0.283524904,,,,
31059,0.09,500,9,,1.897241573,0.245210728,,,,
31061,0.13,390,13,,2.262718383,0.398467433,,,,
31063,0.113,300,11.3,,2.086712002,0.333333333,,,,
31065,0.103,480,10.3,,1.56200401,0.295019157,,,,
31067,0.127,"2,730",12.7,,2.894815317,0.38697318,,,,
31069,0.106,200,10.6,,2.365021033,0.30651341,,,,
31071,0.089,190,8.9,,2.146442334,0.24137931,,,,
31073,0.077,150,7.7,,2.841333167,0.195402299,,,,
31075,0.126,90,12.6,,2.197043977,0.383141762,,,,
31077,0.111,260,11.1,,1.999005274,0.325670498,,,,
31079,0.112,"6,850",11.2,,1.924960977,0.329501916,,,,
31081,0.075,690,7.5,,1.984389039,0.187739464,,,,
31083,0.103,350,10.3,,2.400886289,0.295019157,,,,
31085,0.122,110,12.2,,2.327445242,0.367816092,,,,
31087,0.123,340,12.3,,2.492415273,0.37164751,,,,
31089,0.089,900,8.9,,2.726694045,0.24137931,,,,
31091,0.118,90,11.8,,2.097663182,0.352490421,,,,
31093,0.096,620,9.6,,1.59555604,0.268199234,,,,
31095,0.119,850,11.9,,1.555561944,0.356321839,,,,
31097,0.1,510,10,,1.978429793,0.283524904,,,,
31099,0.098,650,9.8,,2.667153212,0.275862069,,,,
31101,0.123,990,12.3,,2.744798491,0.37164751,,,,
31103,0.085,70,8.5,,3.110764497,0.22605364,,,,
31105,0.119,430,11.9,,2.438323647,0.356321839,,,,
31107,0.103,860,10.3,,1.724579652,0.295019157,,,,
31109,0.106,"33,580",10.6,,2.448728982,0.30651341,,,,
31111,0.107,"3,750",10.7,,2.521333151,0.310344828,,,,
31113,0.097,90,9.7,,2.435954667,0.272030651,,,,
31115,0.104,70,10.4,,2.629965546,0.298850575,,,,
31117,0.106,40,10.6,,2.181285884,0.30651341,,,,
31119,0.111,"3,870",11.1,,2.012405763,0.325670498,,,,
31121,0.117,920,11.7,,3.055398779,0.348659004,,,,
31123,0.101,470,10.1,,2.073005126,0.287356322,,,,
31125,0.106,370,10.6,,1.515306758,0.30651341,,,,
31127,0.121,850,12.1,,1.735531428,0.363984674,,,,
31129,0.095,400,9.5,,1.625577733,0.264367816,,,,
31131,0.11,"1,760",11,,1.469446417,0.32183908,,,,
31133,0.133,350,13.3,,2.592562588,0.409961686,,,,
31135,0.083,240,8.3,,2.065512417,0.218390805,,,,
31137,0.108,970,10.8,,2.289795116,0.314176245,,,,
31139,0.095,680,9.5,,2.06516732,0.264367816,,,,
31141,0.085,"2,830",8.5,,1.95400782,0.22605364,,,,
31143,0.09,470,9,,2.204966455,0.245210728,,,,
31145,0.104,"1,120",10.4,,1.417797465,0.298850575,,,,
31147,0.113,900,11.3,,2.576601154,0.333333333,,,,
31149,0.085,120,8.5,,1.698928585,0.22605364,,,,
31151,0.093,"1,320",9.3,,1.775510069,0.256704981,,,,
31153,0.08,"14,750",8,,1.859962579,0.206896552,,,,
31155,0.088,"1,880",8.8,,3.23017726,0.237547893,,,,
31157,0.117,"4,180",11.7,,1.804508357,0.348659004,,,,
31159,0.09,"1,550",9,,3.105221546,0.245210728,,,,
31161,0.145,750,14.5,,2.170393699,0.455938697,,,,
31163,0.111,330,11.1,,3.368751318,0.325670498,,,,
31165,0.094,120,9.4,,2.1367819,0.260536398,,,,
31167,0.083,500,8.3,,1.662511184,0.218390805,,,,
31169,0.102,510,10.2,,2.620912918,0.291187739,,,,
31171,0.116,70,11.6,,2.154668292,0.344827586,,,,
31173,0.157,"1,130",15.7,,2.266358764,0.501915709,,,,
31175,0.095,390,9.5,,1.922196672,0.264367816,,,,
31177,0.091,"1,860",9.1,,2.222584252,0.249042146,,,,
31179,0.091,850,9.1,,1.814031515,0.249042146,,,,
31181,0.094,330,9.4,,2.298649923,0.260536398,,,,
31183,0.113,80,11.3,,1.864024684,0.333333333,,,,
31185,0.095,"1,290",9.5,,6.702125712,0.264367816,,,,
32001,0.115,"2,840",11.5,,5.78682689,0.340996169,,,,
32003,0.149,"333,140",14.9,,7.041906638,0.471264368,,,,
32005,0.106,"5,150",10.6,,5.975387242,0.30651341,,,,
32007,0.096,"5,050",9.6,,6.499516126,0.268199234,,,,
32009,0.138,140,13.8,,6.161705769,0.429118774,,,,
32011,0.125,230,12.5,,6.698223966,0.379310345,,,,
32013,0.104,"1,750",10.4,,6.364081811,0.298850575,,,,
32015,0.091,510,9.1,,5.743224353,0.249042146,,,,
32017,0.096,500,9.6,,6.926598103,0.268199234,,,,
32019,0.119,"6,620",11.9,,6.723642114,0.356321839,,,,
32021,0.139,620,13.9,,6.184078395,0.432950192,,,,
32023,0.163,"7,400",16.3,,6.73843797,0.524904215,,,,
32027,0.091,600,9.1,,7.01958404,0.249042146,,,,
32029,0.109,440,10.9,,7.075303646,0.318007663,,,,
32031,0.112,"51,800",11.2,,5.782380306,0.329501916,,,,
32033,0.101,960,10.1,,7.077040365,0.287356322,,,,
32510,0.123,"6,780",12.3,,2.812473823,0.37164751,,,,
33001,0.094,"5,760",9.4,,2.947087911,0.260536398,,,,
33003,0.098,"4,770",9.8,,2.532204686,0.275862069,,,,
33005,0.092,"7,010",9.2,,3.187639455,0.252873563,,,,
33007,0.122,"3,850",12.2,,2.898391102,0.367816092,,,,
33009,0.095,"8,570",9.5,,2.593531576,0.264367816,,,,
33011,0.085,"35,310",8.5,,2.71436638,0.22605364,,,,
33013,0.079,"11,970",7.9,,2.691002454,0.203065134,,,,
33015,0.068,"21,090",6.8,,2.795230968,0.16091954,,,,
33017,0.088,"11,430",8.8,,2.673840326,0.237547893,,,,
33019,0.095,"4,080",9.5,,1.187013801,0.264367816,,,,
34001,0.151,"39,960",15.1,,1.72245756,0.478927203,,,,
34003,0.079,"73,880",7.9,,1.316451911,0.203065134,,,,
34005,0.071,"31,810",7.1,,1.268663358,0.172413793,,,,
34007,0.109,"54,990",10.9,,1.067155845,0.318007663,,,,
34009,0.125,"11,560",12.5,,1.113979765,0.379310345,,,,
34011,0.121,"18,190",12.1,,1.650810554,0.363984674,,,,
34013,0.123,"98,170",12.3,,1.227052752,0.37164751,,,,
34015,0.082,"23,800",8.2,,1.64910056,0.214559387,,,,
34017,0.122,"82,200",12.2,,1.527619371,0.367816092,,,,
34019,0.055,"6,880",5.5,,1.447452846,0.111111111,,,,
34021,0.083,"30,490",8.3,,1.522709257,0.218390805,,,,
34023,0.084,"68,900",8.4,,1.482402093,0.222222222,,,,
34025,0.078,"48,120",7.8,,1.651372037,0.199233716,,,,
34027,0.064,"31,610",6.4,,1.355974036,0.14559387,,,,
34029,0.098,"58,910",9.8,,1.727409177,0.275862069,,,,
34031,0.12,"60,520",12,,1.170990274,0.360153257,,,,
34033,0.117,"7,370",11.7,,1.546992397,0.348659004,,,,
34035,0.057,"18,880",5.7,,1.73419937,0.118773946,,,,
34037,0.076,"10,680",7.6,,1.603663519,0.191570881,,,,
34039,0.083,"46,060",8.3,,1.620882495,0.218390805,,,,
34041,0.089,"9,400",8.9,,3.46694766,0.24137931,,,,
35001,0.127,"86,030",12.7,,4.013406927,0.38697318,,,,
35003,0.192,680,19.2,,2.950952784,0.636015326,,,,
35005,0.137,"8,890",13.7,,3.847225922,0.425287356,,,,
35006,0.182,"4,870",18.2,,2.898983477,0.597701149,,,,
35007,0.16,"1,940",16,,2.546222948,0.513409962,,,,
35009,0.136,"6,730",13.6,,2.859528512,0.421455939,,,,
35011,0.104,210,10.4,,3.714252191,0.298850575,,,,
35013,0.147,"31,960",14.7,,3.00706059,0.463601533,,,,
35015,0.12,"6,940",12,,4.1036917,0.360153257,,,,
35017,0.175,"4,780",17.5,,2.941657797,0.570881226,,,,
35019,0.12,520,12,,2.652350535,0.360153257,,,,
35021,0.124,50,12.4,,4.285553229,0.375478927,,,,
35023,0.139,590,13.9,,2.724106255,0.432950192,,,,
35025,0.128,"9,020",12.8,,3.195081892,0.390804598,,,,
35027,0.136,"2,660",13.6,,3.350787466,0.421455939,,,,
35028,0.06,"1,130",6,,3.987279298,0.130268199,,,,
35029,0.202,"4,860",20.2,,3.903510454,0.674329502,,,,
35031,0.226,"16,240",22.6,,2.969050547,0.766283525,,,,
35033,0.157,710,15.7,,3.383232531,0.501915709,,,,
35035,0.155,"10,340",15.5,,2.58300285,0.494252874,,,,
35037,0.154,"1,270",15.4,,3.464458209,0.490421456,,,,
35039,0.137,"5,320",13.7,,2.618663343,0.425287356,,,,
35041,0.158,"2,950",15.8,,3.50909622,0.505747126,,,,
35043,0.11,"15,950",11,,3.91750152,0.32183908,,,,
35045,0.17,"21,410",17,,2.933627309,0.551724138,,,,
35047,0.165,"4,550",16.5,,3.260552758,0.53256705,,,,
35049,0.113,"16,940",11.3,,3.733609611,0.333333333,,,,
35051,0.188,"2,060",18.8,,3.591022532,0.620689655,,,,
35053,0.187,"3,130",18.7,,3.170931743,0.616858238,,,,
35055,0.148,"4,850",14.8,,3.250625108,0.46743295,,,,
35057,0.163,"2,530",16.3,,2.56880622,0.524904215,,,,
35059,0.153,630,15.3,,3.518410854,0.486590038,,,,
35061,0.126,"9,660",12.6,,2.271250102,0.383141762,,,,
36001,0.103,"31,690",10.3,,2.129069875,0.295019157,,,,
36003,0.129,"5,970",12.9,,1.707574617,0.394636015,,,,
36005,0.197,"281,040",19.7,,2.041670011,0.655172414,,,,
36007,0.138,"26,490",13.8,,2.172760654,0.429118774,,,,
36009,0.14,"10,710",14,,2.303526098,0.436781609,,,,
36011,0.114,"8,770",11.4,,2.14907666,0.337164751,,,,
36013,0.14,"17,860",14,,2.037732889,0.436781609,,,,
36015,0.13,"10,960",13,,2.160405592,0.398467433,,,,
36017,0.119,"5,630",11.9,,3.009638646,0.356321839,,,,
36019,0.119,"9,600",11.9,,2.182141572,0.356321839,,,,
36021,0.096,"5,740",9.6,,2.190034921,0.268199234,,,,
36023,0.115,"5,460",11.5,,2.078822467,0.340996169,,,,
36025,0.126,"5,640",12.6,,2.014157175,0.383141762,,,,
36027,0.087,"25,540",8.7,,2.346929911,0.233716475,,,,
36029,0.12,"110,390",12,,2.792350314,0.360153257,,,,
36031,0.106,"3,960",10.6,,2.925395174,0.30651341,,,,
36033,0.134,"6,760",13.4,,2.416727362,0.413793103,,,,
36035,0.132,"7,040",13.2,,2.389488586,0.406130268,,,,
36037,0.107,"6,130",10.7,,2.152937526,0.310344828,,,,
36039,0.106,"5,000",10.6,,2.599167976,0.30651341,,,,
36041,0.108,480,10.8,,2.497441858,0.314176245,,,,
36043,0.122,"7,530",12.2,,2.694344008,0.367816092,,,,
36045,0.132,"14,690",13.2,,1.631073509,0.406130268,,,,
36047,0.155,"399,210",15.5,,2.609827737,0.494252874,,,,
36049,0.11,"2,920",11,,2.274710716,0.32183908,,,,
36051,0.094,"5,960",9.4,,2.304314994,0.260536398,,,,
36053,0.093,"6,630",9.3,,2.413649024,0.256704981,,,,
36055,0.116,"86,040",11.6,,2.344046568,0.344827586,,,,
36057,0.137,"6,770",13.7,,1.701126617,0.425287356,,,,
36059,0.057,"77,750",5.7,,1.671348546,0.118773946,,,,
36061,0.136,"220,780",13.6,,2.492431605,0.421455939,,,,
36063,0.123,"25,870",12.3,,2.422568783,0.37164751,,,,
36065,0.118,"26,940",11.8,,2.332193881,0.352490421,,,,
36067,0.115,"53,290",11.5,,2.297613896,0.340996169,,,,
36069,0.096,"10,490",9.6,,1.84868507,0.268199234,,,,
36071,0.094,"35,990",9.4,,2.476339525,0.260536398,,,,
36073,0.119,"4,840",11.9,,2.478214213,0.356321839,,,,
36075,0.133,"15,640",13.3,,2.225386549,0.409961686,,,,
36077,0.11,"6,570",11,,1.903674042,0.32183908,,,,
36079,0.063,"6,240",6.3,,1.666647299,0.141762452,,,,
36081,0.121,"274,120",12.1,,2.343372138,0.363984674,,,,
36083,0.102,"16,260",10.2,,1.592410177,0.291187739,,,,
36085,0.101,"48,010",10.1,,1.789557549,0.287356322,,,,
36087,0.097,"31,590",9.7,,2.864567983,0.272030651,,,,
