FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized
21055,0.133,"1,190",13.3,63.40161636,0.438140623
21057,0.147,980,14.7,36.26692903,0.534100344
21059,0.13,"13,120",13,70.59106812,0.379282412
21061,0.158,"1,920",15.8,15.71562214,0.847485815
21063,0.208,"1,550",20.8,74.21078571,0.662949021
21065,0.202,"2,870",20.2,52.028966,0.794812446
21067,0.114,"36,600",11.4,56.64700383,0.901609819
21069,0.163,"2,370",16.3,60.73681805,0.686496327
21071,0.208,"7,470",20.8,28.80641779,0.879813827
21073,0.124,"6,300",12.4,17.95645914,0.481071335
21075,0.171,"1,040",17.1,42.43239081,1.030809879
21077,0.124,"1,090",12.4,76.66370198,0.662096832
21079,0.114,"2,000",11.4,49.44145945,1.009547316
21081,0.127,"3,180",12.7,71.90239012,0.545249034
21083,0.144,"5,350",14.4,20.13441588,0.451553507
21085,0.176,"4,640",17.6,50.51379036,0.501754729
21087,0.173,"1,910",17.3,43.17759467,1.003323675
21089,0.151,"5,350",15.1,40.60873673,0.565994666
21091,0.123,"1,070",12.3,26.8999586,0.564950561
21093,0.119,"13,010",11.9,38.65111989,0.431268737
21095,0.254,"6,680",25.4,41.07644488,0.927393641
21097,0.138,"2,580",13.8,44.45824101,0.454245068
21099,0.161,"3,030",16.1,92.07477864,0.590744154
21101,0.151,"6,860",15.1,82.44866556,0.902831457
21103,0.141,"2,260",14.1,70.88816121,0.553721958
21105,0.144,640,14.4,81.21988736,0.433637549
21107,0.157,"7,050",15.7,42.72045945,0.568361072
21109,0.219,"2,920",21.9,72.51003464,0.754242263
21111,0.115,"88,230",11.5,42.64484072,0.743172983
21113,0.113,"6,050",11.3,30.1366171,0.785598093
21115,0.184,"4,120",18.4,22.93799483,1.103154248
21117,0.108,"18,010",10.8,32.42750725,0.61720812
21119,0.222,"3,340",22.2,53.65530067,0.386828273
21121,0.206,"6,450",20.6,22.64214539,0.553556123
21123,0.141,"2,010",14.1,26.37960363,0.462403533
21125,0.164,"9,970",16.4,9.764780475,0.862463974
21127,0.185,"2,890",18.5,46.82846271,0.633650585
21129,0.218,"1,550",21.8,61.70602543,0.486229069
21131,0.229,"2,310",22.9,65.56156324,0.541097466
21133,0.226,"4,950",22.6,26.33219948,0.968749662
21135,0.196,"2,610",19.6,32.47934831,0.609266812
21137,0.154,"3,780",15.4,37.95420978,0.553915505
21139,0.14,"1,290",14,37.05682454,0.226842901
21141,0.132,"3,580",13.2,36.82317352,0.454172043
21143,0.136,"1,120",13.6,44.92530212,0.607005543
21145,0.129,"8,450",12.9,51.19350599,0.358550428
21147,0.202,"3,500",20.2,49.49244743,0.475651068
21149,0.125,"1,150",12.5,76.29671601,0.676971192
21151,0.135,"12,420",13.5,107.4260306,0.715663764
21153,0.251,"3,100",25.1,60.55956412,0.628198954
21155,0.162,"3,120",16.2,21.8662559,0.485515894
21157,0.11,"3,430",11,27.86358821,0.767515123
21159,0.188,"2,150",18.8,118.3885452,0.976900859
21161,0.147,"2,510",14.7,94.39453233,0.630809825
21163,0.123,"3,480",12.3,23.91934204,0.757149559
21165,0.175,"1,130",17.5,192.6226902,0.745036745
21167,0.128,"2,770",12.8,64.65262143,0.42136449
21169,0.168,"1,690",16.8,31.60479697,0.345741226
21171,0.168,"1,780",16.8,166.3659774,0.781091955
21173,0.158,"4,440",15.8,91.48442838,0.769939803
21175,0.168,"2,230",16.8,149.0464968,0.362166239
21177,0.149,"4,580",14.9,185.0211469,0.663741949
21179,0.1,"4,610",10,166.8759561,0.885756005
21181,0.173,"1,240",17.3,95.93617667,0.440276314
21183,0.135,"3,250",13.5,180.1622197,0.844907514
21185,0.054,"3,620",5.4,177.2954237,0.966600955
21187,0.136,"1,480",13.6,121.3094702,0.574842218
21189,0.217,960,21.7,72.22586856,1.01566505
21191,0.138,"2,010",13.8,148.3506188,0.550956883
21193,0.181,"4,750",18.1,198.1122834,0.65310554
21195,0.192,"11,260",19.2,154.2505941,0.712253926
21197,0.173,"2,120",17.3,61.95909788,0.486582968
21199,0.167,"10,790",16.7,184.1442708,0.949105892
21201,0.167,360,16.7,132.015217,0.556558156
21203,0.164,"2,760",16.4,36.99508708,0.85235349
21205,0.174,"4,260",17.4,123.208193,0.51361458
21207,0.166,"2,960",16.6,199.4586495,0.885639072
21209,0.1,"5,620",10,92.04074013,0.823389051
21211,0.091,"4,380",9.1,123.5473335,0.193822337
21213,0.121,"2,210",12.1,121.9250287,0.750303596
21215,0.086,"1,620",8.6,100.0141193,0.57066216
21217,0.149,"3,810",14.9,139.7847997,0.241998778
21219,0.141,"1,740",14.1,144.2387642,0.36366131
21221,0.14,"2,040",14,91.31065732,0.924498071
21223,0.147,"1,250",14.7,152.3289063,0.594672273
21225,0.144,"2,100",14.4,160.0804567,0.290604767
21227,0.129,"16,830",12.9,175.9977435,0.697626508
21229,0.125,"1,510",12.5,162.0889756,0.423254746
21231,0.161,"3,300",16.1,43.94967483,0.516214703
21233,0.168,"2,180",16.8,178.6322162,0.341612953
21235,0.172,"6,220",17.2,47.52700598,0.693050232
21237,0.259,"1,860",25.9,74.53926619,0.811162615
21239,0.099,"2,620",9.9,160.7165342,0.336531553
22001,0.173,"10,790",17.3,83.55394376,0.238223872
22003,0.147,"3,760",14.7,116.8200285,0.100892656
22005,0.095,"11,880",9.5,36.38627881,0.19498756
22007,0.164,"3,640",16.4,128.4789111,0.1463639
22009,0.182,"7,350",18.2,110.476489,0.338342768
22011,0.136,"5,100",13.6,61.23335643,0.203172229
22013,0.192,"2,570",19.2,188.1543559,0.099290141
22015,0.131,"16,680",13.1,143.6986917,0.065404228
22017,0.16,"39,040",16,62.34515922,0.447184831
22019,0.142,"28,770",14.2,74.11486233,0.143078937
22021,0.161,"1,600",16.1,74.3160934,0.528492141
22023,0.102,710,10.2,151.4558802,0.222210746
22025,0.162,"1,550",16.2,48.49637922,0.26063947
22027,0.192,"3,050",19.2,88.24491155,0.244750969
22029,0.179,"3,490",17.9,195.4865989,0.120559349
22031,0.155,"4,260",15.5,57.39191467,0.020917237
22033,0.129,"57,100",12.9,122.1723338,0.24951565
22035,0.259,"1,800",25.9,119.0315164,0.125771926
22037,0.114,"2,190",11.4,72.49042144,0.184906218
22039,0.208,"6,960",20.8,121.651524,0.170161438
22041,0.18,"3,620",18,157.4374139,0.114938066
22043,0.137,"3,060",13.7,91.39380123,0.279402668
22045,0.166,"11,770",16.6,108.2068444,0.109407363
22047,0.142,"4,620",14.2,155.8288965,0.15928994
22049,0.16,"2,530",16,120.3629919,0.073444464
22051,0.139,"60,310",13.9,114.8154673,0.360465425
22053,0.155,"4,860",15.5,122.3700877,0.309155622
22055,0.129,"31,330",12.9,111.0715419,0.149078909
22057,0.141,"13,810",14.1,186.8313163,0.161927487
22059,0.124,"1,850",12.4,157.4955579,0.175797894
22061,0.166,"7,840",16.6,140.9344752,0.09817959
22063,0.109,"15,390",10.9,95.12271614,0.24158266
22065,0.206,"2,290",20.6,90.41926669,0.127393964
22067,0.176,"4,440",17.6,106.2121658,0.243413257
22069,0.165,"6,360",16.5,82.17282599,0.085902485
22071,0.173,"67,740",17.3,119.5216618,0.026538654
22073,0.157,"24,270",15.7,124.7977209,0.244804811
22075,0.138,"3,210",13.8,100.7800287,0.176033968
22077,0.168,"3,670",16.8,136.7077805,0.031383092
22079,0.144,"18,720",14.4,55.11035424,0.161589626
22081,0.168,"1,430",16.8,88.76498209,0.089581202
22083,0.179,"3,620",17.9,85.85612871,0.297008479
22085,0.155,"3,720",15.5,108.1281973,0.195308563
22087,0.174,"8,130",17.4,98.66829138,0.04866965
22089,0.105,"5,560",10.5,180.7594856,0.157297859
22091,0.175,"1,790",17.5,122.6551366,0.171278746
22093,0.119,"2,530",11.9,107.3446307,0.099753497
22095,0.124,"5,360",12.4,96.62801985,0.264640263
22097,0.158,"13,040",15.8,122.7326507,0.198024578
22099,0.135,"7,220",13.5,186.8025308,0.286157159
22101,0.166,"8,310",16.6,191.9026077,0.170447574
22103,0.116,"29,910",11.6,61.25456394,0.200732207
22105,0.163,"21,790",16.3,144.837017,0.272522631
22107,0.18,800,18,67.38246856,0.272802186
22109,0.15,"16,690",15,91.28917349,0.140462735
22111,0.146,"3,250",14.6,81.25437098,0.432124618
22113,0.146,"8,740",14.6,137.696307,0.220644811
22115,0.156,"7,710",15.6,70.15065297,0.312521028
22117,0.177,"8,210",17.7,175.0288042,0.158474435
22119,0.176,"6,830",17.6,80.15890636,0.070567607
22121,0.117,"3,090",11.7,70.56488854,0.19737478
22123,0.16,"1,750",16,125.0233522,0.173115368
22125,0.093,"1,440",9.3,109.8251581,0.23645457
22127,0.149,"2,120",14.9,47.34464283,3.159760566
23001,0.12,"12,920",12,163.4097807,4.100664539
23003,0.135,"9,140",13.5,51.71362439,3.041262409
23005,0.092,"27,140",9.2,79.66653999,3.37193198
23007,0.112,"3,360",11.2,107.1961409,3.558797183
23009,0.105,"5,740",10.5,148.0262784,3.289475089
23011,0.116,"14,170",11.6,110.5621156,3.296239518
23013,0.099,"3,960",9.9,102.0989956,3.222054371
23015,0.107,"3,690",10.7,80.63539532,3.190597626
23017,0.127,"7,330",12.7,152.6058279,3.727830782
23019,0.122,"18,570",12.2,84.68811498,3.77200432
23021,0.152,"2,560",15.2,183.9611224,3.147922601
23023,0.095,"3,410",9.5,81.02238936,3.592868522
23025,0.155,"7,820",15.5,65.19644235,3.402995295
23027,0.112,"4,450",11.2,96.12367981,3.773329252
23029,0.15,"4,700",15,78.09228213,2.890323949
23031,0.095,"19,670",9.5,139.9892612,1.300785911
24001,0.156,"11,040",15.6,95.89898355,0.951623483
24003,0.083,"47,920",8.3,76.46507464,1.108961459
24005,0.103,"85,270",10.3,112.4690543,0.791517118
24009,0.072,"6,590",7.2,100.820741,0.90500568
24011,0.122,"4,050",12.2,168.872721,1.160165319
24013,0.085,"14,310",8.5,197.2237235,1.143617346
24015,0.111,"11,470",11.1,43.35565928,0.80202343
24017,0.072,"11,570",7.2,69.7246202,0.76108103
24019,0.14,"4,490",14,129.351839,1.153762625
24021,0.089,"22,780",8.9,101.3022235,1.228292797
24023,0.132,"3,840",13.2,84.77271169,1.138408755
24025,0.089,"22,480",8.9,182.0636847,1.049166256
24027,0.073,"23,390",7.3,75.14269114,1.032596022
24029,0.12,"2,340",12,198.2568552,1.027524684
24031,0.083,"87,190",8.3,119.1648042,0.901696092
24033,0.081,"74,130",8.1,84.39290858,0.96777741
24035,0.089,"4,440",8.9,128.8141683,0.709860244
24037,0.096,"10,830",9.6,185.067973,0.6482134
24039,0.148,"3,810",14.8,96.37049959,0.864305322
24041,0.108,"4,020",10.8,78.79291432,1.233248077
24043,0.132,"19,850",13.2,91.72689307,0.743766992
24045,0.132,"13,680",13.2,58.78704658,0.712515079
24047,0.137,"7,130",13.7,154.4851596,1.055113774
24510,0.155,"93,350",15.5,163.7630202,2.468794644
25001,0.086,"18,410",8.6,69.60666854,2.259483412
25003,0.103,"12,950",10.3,73.82821293,2.352437412
25005,0.11,"61,940",11,105.2877292,2.321798574
25007,0.082,"1,430",8.2,84.78709929,2.623246815
25009,0.094,"73,630",9.4,131.4655453,2.389613597
25011,0.099,"7,010",9.9,96.86968389,2.245322321
25013,0.122,"57,150",12.2,76.67483447,2.305605588
25015,0.081,"13,090",8.1,70.08850164,2.50759953
25017,0.072,"116,020",7.2,182.5292713,2.39785278
25019,0.078,870,7.8,74.38862057,2.440739453
25021,0.07,"49,120",7,125.1716771,2.442820308
25023,0.075,"39,020",7.5,157.0548571,2.509387238
25025,0.122,"97,820",12.2,28.7522462,2.399228086
25027,0.091,"75,560",9.1,95.21053948,3.056287437
26001,0.163,"1,690",16.3,119.8245246,3.536251282
26003,0.142,"1,290",14.2,57.72834772,2.225753594
26005,0.096,"11,260",9.6,79.42978581,3.170176914
26007,0.145,"4,110",14.5,188.3078526,3.077808698
26009,0.126,"2,940",12.6,188.3300564,2.829072195
26011,0.158,"2,370",15.8,49.63983267,3.646440913
26013,0.155,"1,290",15.5,156.8810497,2.249156199
26015,0.101,"6,190",10.1,57.79340046,2.703414656
26017,0.146,"15,080",14.6,55.05714549,2.92954221
26019,0.121,"2,140",12.1,180.4492984,1.994443379
26021,0.14,"21,600",14,92.84099352,2.032512634
26023,0.136,"5,900",13.6,126.684785,2.14712604
26025,0.149,"19,900",14.9,108.8768719,1.989851511
26027,0.13,"6,720",13,185.037869,3.183347413
26029,0.126,"3,290",12.6,185.6465955,3.258003752
26031,0.167,"4,250",16.7,47.54623185,3.545783256
26033,0.154,"5,750",15.4,60.3442369,2.745276264
26035,0.193,"5,910",19.3,43.35808487,2.406787892
26037,0.092,"7,230",9.2,93.82675189,2.993247954
26039,0.162,"2,260",16.2,92.06049434,3.365642186
26041,0.145,"5,210",14.5,60.12069072,3.408763241
26043,0.119,"3,030",11.9,40.73178918,2.275040794
26045,0.114,"12,530",11.4,76.38279326,3.265738771
26047,0.13,"4,320",13,111.7860389,2.500970257
26049,0.161,"65,660",16.1,85.84280512,2.77152274
26051,0.154,"3,900",15.4,85.65141286,3.614829774
26053,0.14,"2,060",14,158.7241538,2.950680248
26055,0.118,"10,940",11.8,37.98175869,2.523749442
26057,0.137,"5,590",13.7,33.40263485,2.055497405
26059,0.141,"6,460",14.1,156.8375529,3.737480485
26061,0.134,"4,820",13.4,74.44358547,2.795126866
26063,0.132,"4,120",13.2,159.2416181,2.307157155
26065,0.133,"38,760",13.3,185.002094,2.379692642
26067,0.113,"7,310",11.3,196.9787314,2.944245047
26069,0.16,"4,020",16,199.1111524,3.495621295
26071,0.144,"1,590",14.4,173.1186512,2.627464393
26073,0.155,"10,920",15.5,144.675714,2.187991656
26075,0.13,"20,620",13,131.5318066,2.119794904
26077,0.12,"31,740",12,173.6058087,2.972180887
26079,0.159,"2,810",15.9,178.8619293,2.388412222
26081,0.108,"70,540",10.8,155.4525844,3.980308993
26083,0.108,230,10.8,121.5401521,2.710217133
26085,0.179,"2,110",17.9,105.9052022,2.54250003
26087,0.133,"11,710",13.3,149.9261505,3.037420921
26089,0.094,"2,030",9.4,105.8068044,2.102845764
26091,0.124,"12,150",12.4,158.0306533,2.346875405
26093,0.094,"17,880",9.4,187.5607627,3.571930666
26095,0.154,970,15.4,157.8326973,3.450342396
26097,0.176,"1,900",17.6,193.6212348,2.411569049
26099,0.133,"116,040",13.3,131.8135405,2.82312102
26101,0.135,"3,310",13.5,188.9512725,3.550455953
26103,0.134,"8,890",13.4,194.1402713,2.703036594
26105,0.145,"4,220",14.5,116.3691632,2.60556081
26107,0.151,"6,550",15.1,196.541086,3.254741232
26109,0.121,"2,760",12.1,177.5352355,2.656091058
26111,0.114,"9,530",11.4,169.0832237,2.853286016
26113,0.142,"2,130",14.2,130.5310321,2.134781385
26115,0.124,"18,550",12.4,,2.500213534
26117,0.136,"8,630",13.6,,3.135958666
26119,0.178,"1,650",17.8,,2.461103396
26121,0.141,"24,540",14.1,,2.559959198
26123,0.144,"7,000",14.4,,2.390747544
26125,0.107,"134,340",10.7,,2.580146071
26127,0.138,"3,670",13.8,,2.903336174
26129,0.17,"3,560",17,,3.682535989
26131,0.155,900,15.5,,2.725149075
26133,0.149,"3,470",14.9,,3.019532616
26135,0.162,"1,340",16.2,,3.108389961
26137,0.145,"3,560",14.5,,2.34990664
26139,0.087,"25,130",8.7,,3.253621053
26141,0.15,"1,900",15,,2.875292746
26143,0.181,"4,320",18.1,,2.575568419
26145,0.149,"28,560",14.9,,2.470565284
26147,0.149,"23,770",14.9,,2.00687109
26149,0.141,"8,560",14.1,,2.644168363
26151,0.151,"6,210",15.1,,3.465732522
26153,0.156,"1,250",15.6,,2.442385291
26155,0.132,"8,990",13.2,,2.668405596
26157,0.146,"7,700",14.6,,2.105045102
26159,0.13,"9,820",13,,2.240014032
26161,0.104,"38,470",10.4,,2.261844756
26163,0.176,"308,080",17.6,,2.83630896
26165,0.145,"4,830",14.5,,3.600945542
27001,0.109,"1,730",10.9,,3.141926248
27003,0.054,"19,000",5.4,,3.731628835
27005,0.085,"2,910",8.5,,4.075271248
27007,0.114,"5,340",11.4,,3.281226067
27009,0.081,"3,260",8.1,,3.242854719
27011,0.089,440,8.9,,2.70436557
27013,0.084,"5,670",8.4,,2.78096868
27015,0.062,"1,570",6.2,,3.610218416
27017,0.089,"3,160",8.9,,2.978069125
27019,0.036,"3,720",3.6,,3.714968732
27021,0.108,"3,180",10.8,,3.070472175
27023,0.083,980,8.3,,3.22859781
27025,0.061,"3,400",6.1,,3.745433847
27027,0.077,"4,950",7.7,,3.946187882
27029,0.122,"1,080",12.2,,4.147837321
27031,0.096,520,9.6,,2.70957181
27033,0.083,930,8.3,,3.553011014
27035,0.09,"5,830",9,,2.93846076
27037,0.054,"23,150",5.4,,2.720319926
27039,0.045,930,4.5,,3.380704501
27041,0.069,"2,610",6.9,,2.579703516
27043,0.084,"1,150",8.4,,2.634583747
27045,0.069,"1,460",6.9,,2.587286941
27047,0.076,"2,320",7.6,,2.858044371
27049,0.07,"3,250",7,,3.398830991
27051,0.079,470,7.9,,3.045284701
27053,0.075,"94,710",7.5,,2.670477193
27055,0.06,"1,120",6,,3.775361904
27057,0.092,"1,970",9.2,,3.240665155
27059,0.07,"2,810",7,,3.910770076
27061,0.105,"4,760",10.5,,2.594084612
27063,0.06,600,6,,3.373515207
27065,0.093,"1,500",9.3,,3.100684825
27067,0.068,"2,910",6.8,,4.400656087
27069,0.08,340,8,,4.164804799
27071,0.105,"1,300",10.5,,3.085172193
27073,0.072,480,7.2,,4.01311632
27075,0.082,870,8.2,,4.350671558
27077,0.072,270,7.2,,2.822961567
27079,0.069,"1,970",6.9,,2.891438739
27081,0.077,440,7.7,,2.871822929
27083,0.078,"2,000",7.8,,2.978206371
27085,0.068,"2,440",6.8,,3.869773584
27087,0.161,890,16.1,,4.242205203
27089,0.068,630,6.8,,2.582057524
27091,0.095,"1,870",9.5,,3.083683421
27093,0.061,"1,420",6.1,,3.366338707
27095,0.103,"2,680",10.3,,3.390093981
27097,0.086,"2,830",8.6,,2.603623711
27099,0.084,"3,360",8.4,,2.734968473
27101,0.065,540,6.5,,2.813876795
27103,0.069,"2,360",6.9,,2.615743679
27105,0.066,"1,420",6.6,,3.892177647
27107,0.077,500,7.7,,2.731474375
27109,0.061,"9,620",6.1,,3.551534497
27111,0.073,"4,260",7.3,,4.13132155
27113,0.083,"1,170",8.3,,3.446040835
27115,0.103,"3,010",10.3,,2.759128591
27117,0.074,680,7.4,,4.043245132
27119,0.087,"2,730",8.7,,3.260710775
27121,0.071,780,7.1,,3.056689341
27123,0.095,"51,980",9.5,,4.066280531
27125,0.08,320,8,,2.848153186
27127,0.072,"1,100",7.2,,2.952398042
27129,0.073,"1,060",7.3,,2.823455117
27131,0.064,"4,260",6.4,,2.641145765
27133,0.064,600,6.4,,4.368824236
27135,0.067,"1,030",6.7,,3.963995729
27137,0.1,"20,040",10,,2.921135594
27139,0.044,"6,450",4.4,,3.194186396
27141,0.051,"4,910",5.1,,2.893386536
27143,0.063,940,6.3,,3.232990259
27145,0.079,"12,640",7.9,,2.710336532
27147,0.063,"2,320",6.3,,3.279318122
27149,0.063,610,6.3,,3.163734655
27151,0.09,840,9,,3.416047475
27153,0.086,"2,110",8.6,,3.363240249
27155,0.079,260,7.9,,2.834834548
27157,0.068,"1,460",6.8,,3.595506225
27159,0.113,"1,550",11.3,,2.703626766
27161,0.07,"1,310",7,,3.069595464
27163,0.044,"11,400",4.4,,2.688072568
27165,0.074,810,7.4,,3.562066085
27167,0.073,460,7.3,,2.757809169
27169,0.071,"3,590",7.1,,3.099534147
27171,0.048,"6,560",4.8,,2.976568599
27173,0.07,690,7,,0.330043635
28001,0.219,"6,800",21.9,,0.378618314
28003,0.175,"6,480",17.5,,0.251814836
28005,0.217,"2,680",21.7,,0.326996838
28007,0.19,"3,480",19,,0.216129844
28009,0.162,"1,340",16.2,,0.510518359
28011,0.206,"6,420",20.6,,0.413812835
28013,0.182,"2,620",18.2,,0.407671578
28015,0.151,"1,500",15.1,,0.473024314
28017,0.186,"3,170",18.6,,0.456451529
28019,0.167,"1,370",16.7,,0.233444431
28021,0.222,"2,010",22.2,,0.446270869
28023,0.179,"2,800",17.9,,0.561560169
28025,0.176,"3,430",17.6,,0.341170163
28027,0.233,"5,290",23.3,,0.159330437
28029,0.157,"4,440",15.7,,0.291168797
28031,0.181,"3,410",18.1,,0.059163181
28033,0.113,"20,600",11.3,,0.384633198
28035,0.2,"15,010",20,,0.345326438
28037,0.18,"1,390",18,,0.170135231
28039,0.184,"4,420",18.4,,0.257886921
28041,0.171,"2,320",17.1,,0.439097163
28043,0.181,"3,800",18.1,,0.262083301
28045,0.153,"7,260",15.3,,0.281059332
28047,0.182,"37,470",18.2,,0.069736675
28049,0.158,"37,160",15.8,,0.288676908
28051,0.276,"4,810",27.6,,0.304535183
28053,0.254,"2,080",25.4,,0.277611193
28055,0.231,280,23.1,,0.511355789
28057,0.146,"3,420",14.6,,0.138586206
28059,0.168,"23,970",16.8,,0.325520966
28061,0.165,"2,720",16.5,,0.30942957
28063,0.21,"1,500",21,,0.267742618
28065,0.169,"1,890",16.9,,0.375768874
28067,0.172,"11,740",17.2,,0.47884116
28069,0.194,"1,910",19.4,,0.263686389
28071,0.147,"7,940",14.7,,0.422024254
28073,0.153,"9,580",15.3,,0.447083268
28075,0.179,"13,520",17.9,,0.252935123
28077,0.18,"2,270",18,,0.250980475
28079,0.195,"4,440",19.5,,0.433768308
28081,0.148,"12,650",14.8,,0.436275633
28083,0.2,"5,750",20,,0.268718104
28085,0.172,"5,880",17.2,,0.460807256
28087,0.16,"9,430",16,,0.12667365
28089,0.114,"12,040",11.4,,0.378318217
28091,0.193,"4,790",19.3,,0.147837293
28093,0.164,"5,830",16.4,,0.492088409
28095,0.162,"5,750",16.2,,0.447996524
28097,0.196,"1,950",19.6,,0.350678901
28099,0.197,"5,770",19.7,,0.314086267
28101,0.179,"3,790",17.9,,0.513996436
28103,0.205,"2,160",20.5,,0.546670107
28105,0.17,"8,450",17,,0.232389599
28107,0.175,"5,960",17.5,,0.332512714
28109,0.161,"8,940",16.1,,0.317428763
28111,0.19,"2,280",19,,0.309635421
28113,0.211,"8,300",21.1,,0.373951244
28115,0.163,"5,220",16.3,,0.418743396
28117,0.182,"4,580",18.2,,0.291749662
28119,0.223,"1,570",22.3,,0.069752452
28121,0.113,"17,400",11.3,,0.193351289
28123,0.179,"5,070",17.9,,0.270812615
28125,0.191,850,19.1,,0.148738234
28127,0.158,"4,230",15.8,,0.218720037
28129,0.149,"2,370",14.9,,0.290335579
28131,0.173,"3,170",17.3,,0.467120918
28133,0.21,"5,400",21,,0.382802582
28135,0.18,"2,530",18,,0.133083251
28137,0.149,"4,240",14.9,,0.296754392
28139,0.192,"4,210",19.2,,0.46462748
28141,0.19,"3,690",19,,0.186182192
28143,0.23,"2,260",23,,0.318041338
28145,0.149,"4,240",14.9,,0.365906547
28147,0.169,"2,440",16.9,,0.190739678
28149,0.174,"7,990",17.4,,0.406468666
28151,0.229,"10,330",22.9,,0.396610423
28153,0.178,"3,630",17.8,,0.523616352
28155,0.177,"1,720",17.7,,0.246034047
28157,0.217,"1,900",21.7,,0.434740347
28159,0.184,"3,330",18.4,,0.353180548
28161,0.169,"2,080",16.9,,0.17795615
28163,0.226,"6,450",22.6,,1.432280006
29001,0.135,"3,440",13.5,,1.313365052
29003,0.094,"1,650",9.4,,1.498157125
29005,0.119,620,11.9,,1.206761518
29007,0.138,"3,490",13.8,,0.18312257
29009,0.145,"5,170",14.5,,0.444514248
29011,0.164,"1,920",16.4,,0.704435107
29013,0.137,"2,220",13.7,,0.750127601
29015,0.167,"3,220",16.7,,0.550650421
29017,0.142,"1,730",14.2,,1.0764192
29019,0.115,"20,670",11.5,,1.202752044
29021,0.134,"11,790",13.4,,0.320053557
29023,0.181,"7,720",18.1,,1.187304742
29025,0.133,"1,200",13.3,,1.083773306
29027,0.103,"4,630",10.3,,0.724551807
29029,0.136,"6,250",13.6,,0.606502853
29031,0.121,"9,570",12.1,,1.119593785
29033,0.124,"1,080",12.4,,0.400476304
29035,0.168,"1,020",16.8,,0.839665198
29037,0.099,"10,390",9.9,,0.521544383
29039,0.154,"2,180",15.4,,1.180517977
29041,0.12,900,12,,0.361722851
29043,0.107,"9,320",10.7,,1.585268509
29045,0.126,850,12.6,,1.070020167
29047,0.1,"24,730",10,,1.170215068
29049,0.11,"2,260",11,,0.935247923
29051,0.097,"7,420",9.7,,0.973075377
29053,0.121,"2,120",12.1,,0.771465661
29055,0.16,"3,830",16,,0.421892822
29057,0.139,"1,050",13.9,,0.585350988
29059,0.159,"2,670",15.9,,1.29297356
29061,0.11,910,11,,1.271078524
29063,0.103,"1,230",10.3,,0.665578124
29065,0.154,"2,390",15.4,,0.509252307
29067,0.151,"2,010",15.1,,0.221957208
29069,0.18,"5,340",18,,0.908088479
29071,0.112,"11,570",11.2,,0.941059922
29073,0.117,"1,710",11.7,,1.381482048
29075,0.124,810,12.4,,0.414513984
29077,0.135,"39,290",13.5,,1.353610237
29079,0.139,"1,370",13.9,,1.429213678
29081,0.159,"1,340",15.9,,0.751197941
29083,0.154,"3,370",15.4,,0.631426252
29085,0.137,"1,300",13.7,,1.371581171
29087,0.111,490,11.1,,1.080744192
29089,0.1,"1,000",10,,0.479064807
29091,0.183,"7,360",18.3,,0.604774437
29093,0.183,"1,860",18.3,,0.964409473
29095,0.123,"86,300",12.3,,0.342095112
29097,0.144,"17,370",14.4,,0.848854291
29099,0.107,"23,960",10.7,,0.87449852
29101,0.115,"6,230",11.5,,1.452168242
29103,0.127,500,12.7,,0.649248593
29105,0.153,"5,440",15.3,,0.985982514
29107,0.118,"3,840",11.8,,0.312549413
29109,0.145,"5,550",14.5,,1.489210626
29111,0.137,"1,360",13.7,,1.128026742
29113,0.115,"6,630",11.5,,1.290434338
29115,0.132,"1,580",13.2,,1.239863343
29117,0.116,"1,730",11.6,,0.151422562
29119,0.136,"3,110",13.6,,1.316679803
29121,0.125,"1,890",12.5,,0.583137648
29123,0.153,"1,870",15.3,,0.887119155
29125,0.142,"1,250",14.2,,1.409332008
29127,0.139,"3,960",13.9,,1.459792794
29129,0.111,400,11.1,,0.829153224
29131,0.136,"3,440",13.6,,0.515938393
29133,0.176,"2,340",17.6,,0.932081087
29135,0.104,"1,650",10.4,,1.269953467
29137,0.133,"1,150",13.3,,1.107516427
29139,0.133,"1,520",13.3,,0.831121568
29141,0.155,"3,160",15.5,,0.387454382
29143,0.163,"2,810",16.3,,0.241071992
29145,0.125,"7,260",12.5,,1.446039764
29147,0.121,"2,680",12.1,,0.368419145
29149,0.197,"2,080",19.7,,0.976579497
29151,0.081,"1,100",8.1,,0.485271114
29153,0.188,"1,720",18.8,,0.276754313
29155,0.215,"3,510",21.5,,0.694914319
29157,0.109,"2,100",10.9,,0.894445324
29159,0.14,"5,920",14,,0.782340143
29161,0.146,"6,510",14.6,,1.232187902
29163,0.133,"2,410",13.3,,1.105866292
29165,0.089,"9,150",8.9,,0.518558008
29167,0.134,"4,280",13.4,,0.762594326
29169,0.138,"7,220",13.8,,1.501614463
29171,0.116,550,11.6,,1.309495758
29173,0.113,"1,150",11.3,,1.196375344
29175,0.138,"3,420",13.8,,1.081983086
29177,0.116,"2,660",11.6,,0.544228419
29179,0.162,"1,020",16.2,,0.296975971
29181,0.194,"2,610",19.4,,1.029177472
29183,0.075,"29,690",7.5,,0.632337204
29185,0.152,"1,430",15.2,,0.732179296
29186,0.106,"1,900",10.6,,0.693936986
29187,0.156,"10,420",15.6,,0.981549683
29189,0.098,"97,320",9.8,,1.037187339
29195,0.128,"2,930",12.8,,1.531170477
29197,0.142,650,14.2,,1.556930718
