FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized
29199,0.104,510,10.4,,0.524005985
29201,0.148,"5,710",14.8,,0.5103989
29203,0.199,"1,630",19.9,,1.354964153
29205,0.127,760,12.7,,0.41081086
29207,0.162,"4,740",16.2,,0.254857679
29209,0.144,"4,590",14.4,,1.405410576
29211,0.112,690,11.2,,0.331311177
29213,0.178,"9,910",17.8,,0.636552097
29215,0.172,"4,400",17.2,,0.563941214
29217,0.132,"2,710",13.2,,1.032574989
29219,0.118,"4,150",11.8,,0.747365051
29221,0.176,"4,380",17.6,,0.453268285
29223,0.202,"2,630",20.2,,0.49940881
29225,0.128,"5,030",12.8,,1.474058392
29227,0.128,260,12.8,,0.580324221
29229,0.169,"3,090",16.9,,0.98485028
29510,0.158,"48,260",15.8,,5.799438359
30001,0.097,920,9.7,,4.726254064
30003,0.148,"1,960",14.8,,5.667049662
30005,0.171,"1,140",17.1,,5.700874656
30007,0.079,480,7.9,,4.991881875
30009,0.09,960,9,,4.213147277
30011,0.089,120,8.9,,5.856681063
30013,0.1,"8,130",10,,5.802919875
30015,0.09,520,9,,4.570234552
30017,0.099,"1,150",9.9,,5.227528725
30019,0.063,110,6.3,,4.723385004
30021,0.097,860,9.7,,5.980947288
30023,0.149,"1,360",14.9,,4.403160339
30025,0.085,250,8.5,,5.448100328
30027,0.105,"1,170",10.5,,6.570209184
30029,0.09,"9,170",9,,5.492683286
30031,0.068,"7,590",6.8,,5.060056092
30033,0.054,60,5.4,,6.447393969
30035,0.172,"2,360",17.2,,5.250893406
30037,0.103,80,10.3,,6.116002626
30039,0.103,340,10.3,,5.909789781
30041,0.107,"1,750",10.7,,5.791196717
30043,0.063,760,6.3,,5.596244743
30045,0.105,210,10.5,,6.461064011
30047,0.116,"3,540",11.6,,6.026117211
30049,0.076,"5,200",7.6,,6.056218312
30051,0.129,320,12.9,,6.881179716
30053,0.145,"2,870",14.5,,4.959694142
30055,0.045,80,4.5,,5.612416783
30057,0.072,610,7.2,,5.62787898
30059,0.091,160,9.1,,6.563499654
30061,0.143,620,14.3,,6.322202548
30063,0.095,"11,330",9.5,,5.128596871
30065,0.097,450,9.7,,5.348559516
30067,0.092,"1,520",9.2,,5.239981591
30069,0.073,30,7.3,,5.451920721
30071,0.087,350,8.7,,6.20752476
30073,0.114,670,11.4,,4.37383009
30075,0.084,140,8.4,,6.088430479
30077,0.109,750,10.9,,4.691481081
30079,0.107,120,10.7,,6.209637963
30081,0.1,"4,340",10,,4.815175178
30083,0.08,880,8,,5.018605513
30085,0.154,"1,710",15.4,,4.765336029
30087,0.117,"1,060",11.7,,6.677891392
30089,0.129,"1,520",12.9,,5.068037631
30091,0.083,280,8.3,,5.867861569
30093,0.116,"4,050",11.6,,5.151104857
30095,0.06,580,6,,5.288569521
30097,0.059,220,5.9,,6.132742276
30099,0.093,570,9.3,,6.197375796
30101,0.097,460,9.7,,4.85835685
30103,0.101,60,10.1,,5.280672124
30105,0.096,710,9.6,,5.397539647
30107,0.126,270,12.6,,4.545541359
30109,0.077,80,7.7,,4.985559039
30111,0.077,"12,290",7.7,,1.904943927
31001,0.112,"3,520",11.2,,2.316730697
31003,0.103,650,10.3,,2.754445127
31005,0.133,60,13.3,,3.172909007
31007,0.079,50,7.9,,2.520917881
31009,0.099,50,9.9,,2.174920957
31011,0.085,440,8.5,,3.175578517
31013,0.114,"1,230",11.4,,2.622540026
31015,0.104,200,10.4,,2.652222831
31017,0.096,280,9.6,,2.090248194
31019,0.103,"5,110",10.3,,2.036408901
31021,0.117,760,11.7,,1.912736173
31023,0.094,760,9.4,,1.711267799
31025,0.087,"2,260",8.7,,2.360717573
31027,0.08,680,8,,2.538459518
31029,0.085,310,8.5,,2.879441295
31031,0.107,620,10.7,,2.955054493
31033,0.121,"1,140",12.1,,1.831154322
31035,0.094,580,9.4,,2.016875295
31037,0.08,850,8,,2.096742543
31039,0.079,700,7.9,,2.342877411
31041,0.115,"1,240",11.5,,2.233042843
31043,0.103,"2,070",10.3,,3.294269757
31045,0.098,850,9.8,,2.22858415
31047,0.098,"2,310",9.8,,2.790836834
31049,0.103,180,10.3,,2.291636325
31051,0.094,530,9.4,,1.97480522
31053,0.109,"3,990",10.9,,1.839083574
31055,0.105,"59,440",10.5,,2.471751679
31057,0.1,190,10,,1.762110028
31059,0.09,500,9,,1.897241573
31061,0.13,390,13,,2.262718383
31063,0.113,300,11.3,,2.086712002
31065,0.103,480,10.3,,1.56200401
31067,0.127,"2,730",12.7,,2.894815317
31069,0.106,200,10.6,,2.365021033
31071,0.089,190,8.9,,2.146442334
31073,0.077,150,7.7,,2.841333167
31075,0.126,90,12.6,,2.197043977
31077,0.111,260,11.1,,1.999005274
31079,0.112,"6,850",11.2,,1.924960977
31081,0.075,690,7.5,,1.984389039
31083,0.103,350,10.3,,2.400886289
31085,0.122,110,12.2,,2.327445242
31087,0.123,340,12.3,,2.492415273
31089,0.089,900,8.9,,2.726694045
31091,0.118,90,11.8,,2.097663182
31093,0.096,620,9.6,,1.59555604
31095,0.119,850,11.9,,1.555561944
31097,0.1,510,10,,1.978429793
31099,0.098,650,9.8,,2.667153212
31101,0.123,990,12.3,,2.744798491
31103,0.085,70,8.5,,3.110764497
31105,0.119,430,11.9,,2.438323647
31107,0.103,860,10.3,,1.724579652
31109,0.106,"33,580",10.6,,2.448728982
31111,0.107,"3,750",10.7,,2.521333151
31113,0.097,90,9.7,,2.435954667
31115,0.104,70,10.4,,2.629965546
31117,0.106,40,10.6,,2.181285884
31119,0.111,"3,870",11.1,,2.012405763
31121,0.117,920,11.7,,3.055398779
31123,0.101,470,10.1,,2.073005126
31125,0.106,370,10.6,,1.515306758
31127,0.121,850,12.1,,1.735531428
31129,0.095,400,9.5,,1.625577733
31131,0.11,"1,760",11,,1.469446417
31133,0.133,350,13.3,,2.592562588
31135,0.083,240,8.3,,2.065512417
31137,0.108,970,10.8,,2.289795116
31139,0.095,680,9.5,,2.06516732
31141,0.085,"2,830",8.5,,1.95400782
31143,0.09,470,9,,2.204966455
31145,0.104,"1,120",10.4,,1.417797465
31147,0.113,900,11.3,,2.576601154
31149,0.085,120,8.5,,1.698928585
31151,0.093,"1,320",9.3,,1.775510069
31153,0.08,"14,750",8,,1.859962579
31155,0.088,"1,880",8.8,,3.23017726
31157,0.117,"4,180",11.7,,1.804508357
31159,0.09,"1,550",9,,3.105221546
31161,0.145,750,14.5,,2.170393699
31163,0.111,330,11.1,,3.368751318
31165,0.094,120,9.4,,2.1367819
31167,0.083,500,8.3,,1.662511184
31169,0.102,510,10.2,,2.620912918
31171,0.116,70,11.6,,2.154668292
31173,0.157,"1,130",15.7,,2.266358764
31175,0.095,390,9.5,,1.922196672
31177,0.091,"1,860",9.1,,2.222584252
31179,0.091,850,9.1,,1.814031515
31181,0.094,330,9.4,,2.298649923
31183,0.113,80,11.3,,1.864024684
31185,0.095,"1,290",9.5,,6.702125712
32001,0.115,"2,840",11.5,,5.78682689
32003,0.149,"333,140",14.9,,7.041906638
32005,0.106,"5,150",10.6,,5.975387242
32007,0.096,"5,050",9.6,,6.499516126
32009,0.138,140,13.8,,6.161705769
32011,0.125,230,12.5,,6.698223966
32013,0.104,"1,750",10.4,,6.364081811
32015,0.091,510,9.1,,5.743224353
32017,0.096,500,9.6,,6.926598103
32019,0.119,"6,620",11.9,,6.723642114
32021,0.139,620,13.9,,6.184078395
32023,0.163,"7,400",16.3,,6.73843797
32027,0.091,600,9.1,,7.01958404
32029,0.109,440,10.9,,7.075303646
32031,0.112,"51,800",11.2,,5.782380306
32033,0.101,960,10.1,,7.077040365
32510,0.123,"6,780",12.3,,2.812473823
33001,0.094,"5,760",9.4,,2.947087911
33003,0.098,"4,770",9.8,,2.532204686
33005,0.092,"7,010",9.2,,3.187639455
33007,0.122,"3,850",12.2,,2.898391102
33009,0.095,"8,570",9.5,,2.593531576
33011,0.085,"35,310",8.5,,2.71436638
33013,0.079,"11,970",7.9,,2.691002454
33015,0.068,"21,090",6.8,,2.795230968
33017,0.088,"11,430",8.8,,2.673840326
33019,0.095,"4,080",9.5,,1.187013801
34001,0.151,"39,960",15.1,,1.72245756
34003,0.079,"73,880",7.9,,1.316451911
34005,0.071,"31,810",7.1,,1.268663358
34007,0.109,"54,990",10.9,,1.067155845
34009,0.125,"11,560",12.5,,1.113979765
34011,0.121,"18,190",12.1,,1.650810554
34013,0.123,"98,170",12.3,,1.227052752
34015,0.082,"23,800",8.2,,1.64910056
34017,0.122,"82,200",12.2,,1.527619371
34019,0.055,"6,880",5.5,,1.447452846
34021,0.083,"30,490",8.3,,1.522709257
34023,0.084,"68,900",8.4,,1.482402093
34025,0.078,"48,120",7.8,,1.651372037
34027,0.064,"31,610",6.4,,1.355974036
34029,0.098,"58,910",9.8,,1.727409177
34031,0.12,"60,520",12,,1.170990274
34033,0.117,"7,370",11.7,,1.546992397
34035,0.057,"18,880",5.7,,1.73419937
34037,0.076,"10,680",7.6,,1.603663519
34039,0.083,"46,060",8.3,,1.620882495
34041,0.089,"9,400",8.9,,3.46694766
35001,0.127,"86,030",12.7,,4.013406927
35003,0.192,680,19.2,,2.950952784
35005,0.137,"8,890",13.7,,3.847225922
35006,0.182,"4,870",18.2,,2.898983477
35007,0.16,"1,940",16,,2.546222948
35009,0.136,"6,730",13.6,,2.859528512
35011,0.104,210,10.4,,3.714252191
35013,0.147,"31,960",14.7,,3.00706059
35015,0.12,"6,940",12,,4.1036917
35017,0.175,"4,780",17.5,,2.941657797
35019,0.12,520,12,,2.652350535
35021,0.124,50,12.4,,4.285553229
35023,0.139,590,13.9,,2.724106255
35025,0.128,"9,020",12.8,,3.195081892
35027,0.136,"2,660",13.6,,3.350787466
35028,0.06,"1,130",6,,3.987279298
35029,0.202,"4,860",20.2,,3.903510454
35031,0.226,"16,240",22.6,,2.969050547
35033,0.157,710,15.7,,3.383232531
35035,0.155,"10,340",15.5,,2.58300285
35037,0.154,"1,270",15.4,,3.464458209
35039,0.137,"5,320",13.7,,2.618663343
35041,0.158,"2,950",15.8,,3.50909622
35043,0.11,"15,950",11,,3.91750152
35045,0.17,"21,410",17,,2.933627309
35047,0.165,"4,550",16.5,,3.260552758
35049,0.113,"16,940",11.3,,3.733609611
35051,0.188,"2,060",18.8,,3.591022532
35053,0.187,"3,130",18.7,,3.170931743
35055,0.148,"4,850",14.8,,3.250625108
35057,0.163,"2,530",16.3,,2.56880622
35059,0.153,630,15.3,,3.518410854
35061,0.126,"9,660",12.6,,2.271250102
36001,0.103,"31,690",10.3,,2.129069875
36003,0.129,"5,970",12.9,,1.707574617
36005,0.197,"281,040",19.7,,2.041670011
36007,0.138,"26,490",13.8,,2.172760654
36009,0.14,"10,710",14,,2.303526098
36011,0.114,"8,770",11.4,,2.14907666
36013,0.14,"17,860",14,,2.037732889
36015,0.13,"10,960",13,,2.160405592
36017,0.119,"5,630",11.9,,3.009638646
36019,0.119,"9,600",11.9,,2.182141572
36021,0.096,"5,740",9.6,,2.190034921
36023,0.115,"5,460",11.5,,2.078822467
36025,0.126,"5,640",12.6,,2.014157175
36027,0.087,"25,540",8.7,,2.346929911
36029,0.12,"110,390",12,,2.792350314
36031,0.106,"3,960",10.6,,2.925395174
36033,0.134,"6,760",13.4,,2.416727362
36035,0.132,"7,040",13.2,,2.389488586
36037,0.107,"6,130",10.7,,2.152937526
36039,0.106,"5,000",10.6,,2.599167976
36041,0.108,480,10.8,,2.497441858
36043,0.122,"7,530",12.2,,2.694344008
36045,0.132,"14,690",13.2,,1.631073509
36047,0.155,"399,210",15.5,,2.609827737
36049,0.11,"2,920",11,,2.274710716
36051,0.094,"5,960",9.4,,2.304314994
36053,0.093,"6,630",9.3,,2.413649024
36055,0.116,"86,040",11.6,,2.344046568
36057,0.137,"6,770",13.7,,1.701126617
36059,0.057,"77,750",5.7,,1.671348546
36061,0.136,"220,780",13.6,,2.492431605
36063,0.123,"25,870",12.3,,2.422568783
36065,0.118,"26,940",11.8,,2.332193881
36067,0.115,"53,290",11.5,,2.297613896
36069,0.096,"10,490",9.6,,1.84868507
36071,0.094,"35,990",9.4,,2.476339525
36073,0.119,"4,840",11.9,,2.478214213
36075,0.133,"15,640",13.3,,2.225386549
36077,0.11,"6,570",11,,1.903674042
36079,0.063,"6,240",6.3,,1.666647299
36081,0.121,"274,120",12.1,,2.343372138
36083,0.102,"16,260",10.2,,1.592410177
36085,0.101,"48,010",10.1,,1.789557549
36087,0.097,"31,590",9.7,,2.864567983
36089,0.135,"14,660",13.5,,2.448140345
36091,0.078,"17,890",7.8,,2.338488387
36093,0.107,"16,560",10.7,,2.237636747
36095,0.108,"3,350",10.8,,2.127368541
36097,0.131,"2,330",13.1,,2.26000181
36099,0.117,"4,030",11.7,,2.099977195
36101,0.119,"11,370",11.9,,1.833649394
36103,0.066,"97,600",6.6,,1.924436248
36105,0.115,"8,690",11.5,,2.042633399
36107,0.103,"4,980",10.3,,2.14135303
36109,0.107,"10,940",10.7,,2.013902444
36111,0.113,"20,210",11.3,,2.60107378
36113,0.106,"6,810",10.6,,2.547857109
36115,0.107,"6,580",10.7,,2.394304447
36117,0.102,"9,230",10.2,,1.817745087
36119,0.079,"76,520",7.9,,2.290886291
36121,0.093,"3,740",9.3,,2.216044985
36123,0.103,"2,580",10.3,,0.223411221
37001,0.131,"21,830",13.1,,0.251581705
37003,0.135,"5,040",13.5,,0.294411385
37005,0.175,"1,940",17.5,,0.224801506
37007,0.145,"3,540",14.5,,0.380532692
37009,0.14,"3,780",14,,0.233594584
37011,0.14,"2,460",14,,0.321666796
37013,0.14,"6,620",14,,0.222757916
37015,0.165,"3,160",16.5,,0.166276809
37017,0.163,"5,420",16.3,,0.376354901
37019,0.131,"18,000",13.1,,0.011536467
37021,0.137,"35,600",13.7,,0.227832918
37023,0.163,"14,650",16.3,,0.09302929
37025,0.103,"21,730",10.3,,0.294213076
37027,0.149,"12,260",14.9,,0.037583285
37029,0.102,"1,090",10.2,,0.511696415
37031,0.126,"8,700",12.6,,0.268828119
37033,0.141,"3,190",14.1,,0.177926687
37035,0.132,"20,910",13.2,,0.164086373
37037,0.107,"7,820",10.7,,0.218255957
37039,0.164,"4,660",16.4,,0.11582891
37041,0.147,"2,060",14.7,,0.253152271
37043,0.158,"1,760",15.8,,0.202106829
37045,0.157,"15,350",15.7,,0.271257037
37047,0.166,"9,260",16.6,,0.46514675
37049,0.135,"13,770",13.5,,0.005074664
37051,0.162,"54,170",16.2,,0.070415019
37053,0.103,"2,810",10.3,,0.208723305
37055,0.123,"4,500",12.3,,0.086882214
37057,0.141,"23,520",14.1,,0.099492821
37059,0.13,"5,520",13,,0.26103522
37061,0.136,"8,040",13.6,,0.106331295
37063,0.113,"35,870",11.3,,0.301325218
37065,0.165,"8,570",16.5,,0.026214215
37067,0.13,"49,350",13,,0.148992359
37069,0.118,"8,020",11.8,,0.095091005
37071,0.14,"31,070",14,,0.146878324
37073,0.127,"1,460",12.7,,0.149227782
37075,0.167,"1,420",16.7,,0.181929599
37077,0.113,"6,750",11.3,,0.29226664
37079,0.149,"3,130",14.9,,0.115372898
37081,0.133,"70,990",13.3,,0.327605134
37083,0.179,"9,060",17.9,,0.11042623
37085,0.137,"18,430",13.7,,0.133398786
37087,0.143,"8,820",14.3,,0.080186994
37089,0.123,"14,310",12.3,,0.214784045
37091,0.149,"3,530",14.9,,0.105257366
37093,0.151,"8,250",15.1,,0.256652469
37095,0.17,860,17,,0.193881833
37097,0.116,"20,690",11.6,,0.204159619
37099,0.153,"6,650",15.3,,0.118209615
37101,0.115,"23,460",11.5,,0.422334349
37103,0.172,"1,630",17.2,,0.171807328
37105,0.146,"8,940",14.6,,0.339236164
37107,0.17,"9,560",17,,0.135162815
37109,0.128,"10,810",12.8,,0.128376867
37111,0.154,"7,010",15.4,,0.265409181
37113,0.153,"5,380",15.3,,0.110204808
37115,0.145,"3,130",14.5,,0.28857277
37117,0.155,"3,500",15.5,,0
37119,0.109,"119,030",10.9,,0.174643271
37121,0.146,"2,190",14.6,,0.26097297
37123,0.138,"3,750",13.8,,0.197290449
37125,0.12,"11,900",12,,0.199625182
37127,0.138,"13,040",13.8,,0.390505651
37129,0.137,"31,620",13.7,,0.332313295
37131,0.144,"2,830",14.4,,0.416703603
37133,0.141,"27,880",14.1,,0.159557548
37135,0.102,"14,970",10.2,,0.412170084
37137,0.139,"1,760",13.9,,0.019429124
37139,0.122,"4,860",12.2,,0.320753718
37141,0.128,"7,920",12.8,,0.064820376
37143,0.124,"1,680",12.4,,0.228224502
37145,0.142,"5,600",14.2,,0.365263837
37147,0.144,"25,960",14.4,,0.135302485
37149,0.129,"2,670",12.9,,0.161270949
37151,0.143,"20,500",14.3,,0.250116858
37153,0.173,"7,750",17.3,,0.152375245
37155,0.188,"24,700",18.8,,0.166827778
37157,0.155,"14,110",15.5,,0.161744747
37159,0.145,"20,420",14.5,,0.170664907
37161,0.172,"11,450",17.2,,0.134948635
37163,0.14,"8,880",14,,0.187262909
37165,0.204,"7,140",20.4,,0.165005156
37167,0.128,"7,930",12.8,,0.117661833
37169,0.139,"6,370",13.9,,0.179394977
37171,0.156,"11,190",15.6,,0.16887783
37173,0.161,"2,290",16.1,,0.151920209
37175,0.136,"4,620",13.6,,0.152829326
37177,0.162,640,16.2,,0.119802432
37179,0.085,"20,030",8.5,,0.215301378
37181,0.166,"7,410",16.6,,0.005000415
37183,0.095,"104,210",9.5,,0.264718914
37185,0.161,"3,170",16.1,,0.182448053
37187,0.191,"2,250",19.1,,0.316136131
37189,0.143,"7,950",14.3,,0.230261571
37191,0.142,"17,580",14.2,,0.268385707
37193,0.151,"10,350",15.1,,0.208017137
37195,0.155,"12,630",15.5,,0.1291557
37197,0.139,"5,220",13.9,,0.120179529
37199,0.15,"2,680",15,,4.05777407
38001,0.064,150,6.4,,3.847886251
38003,0.047,500,4.7,,4.316422017
38005,0.151,"1,040",15.1,,4.436580162
38007,0.054,50,5.4,,4.674999105
38009,0.057,370,5.7,,4.2062548
38011,0.026,80,2.6,,4.846558892
38013,0.035,70,3.5,,4.068671609
38015,0.042,"4,010",4.2,,3.796083889
38017,0.054,"9,750",5.4,,4.484574583
38019,0.052,200,5.2,,3.608733372
38021,0.027,130,2.7,,4.966368744
38023,0.04,90,4,,4.431592988
38025,0.042,180,4.2,,4.165527929
38027,0.073,160,7.3,,3.829254814
38029,0.054,180,5.4,,4.078742693
38031,0.045,140,4.5,,4.479855893
38033,0.038,70,3.8,,4.140929027
38035,0.066,"4,670",6.6,,4.01511485
38037,0.044,100,4.4,,4.032108116
38039,0.028,60,2.8,,4.143872336
38041,0.048,120,4.8,,4.001431484
38043,0.053,130,5.3,,3.724347652
38045,0.05,210,5,,3.806503452
38047,0.031,50,3.1,,4.47998568
38049,0.05,290,5,,3.693307746
38051,0.052,130,5.2,,4.642677259
38053,0.07,960,7,,4.354030609
38055,0.037,360,3.7,,4.32136674
38057,0.043,360,4.3,,4.078315891
38059,0.04,"1,240",4,,4.650298622
38061,0.067,690,6.7,,4.183752967
38063,0.068,200,6.8,,4.206029179
38065,0.048,90,4.8,,4.431548971
38067,0.05,340,5,,4.424851557
38069,0.052,210,5.2,,4.334149739
38071,0.096,"1,100",9.6,,3.660645802
38073,0.057,300,5.7,,4.732477534
38075,0.032,80,3.2,,3.554230464
38077,0.053,870,5.3,,4.582955341
38079,0.16,"2,310",16,,3.542773933
38081,0.034,130,3.4,,4.243968531
38083,0.046,60,4.6,,3.868225413
38085,0.148,640,14.8,,4.288428542
38087,0.036,30,3.6,,4.278245039
38089,0.064,"1,990",6.4,,3.999309859
38091,0.035,60,3.5,,3.928861121
38093,0.071,"1,470",7.1,,4.508862186
38095,0.049,110,4.9,,3.96757278
38097,0.028,230,2.8,,4.306035455
38099,0.051,540,5.1,,4.566711046
38101,0.056,"3,880",5.6,,4.184957242
38103,0.053,200,5.3,,4.827813753
38105,0.068,"2,440",6.8,,1.072206924
39001,0.18,"4,980",18,,1.730498203
39003,0.134,"13,750",13.4,,1.74936229
39005,0.12,"6,450",12,,1.961971338
39007,0.156,"15,230",15.6,,1.240084063
39009,0.169,"11,120",16.9,,1.658362866
39011,0.101,"4,630",10.1,,1.386461733
39013,0.138,"9,330",13.8,,1.093843772
39015,0.152,"6,610",15.2,,1.273355605
39017,0.11,"42,010",11,,1.58368446
39019,0.137,"3,710",13.7,,1.511746305
39021,0.123,"4,760",12.3,,1.435026517
39023,0.143,"19,190",14.3,,1.133402287
39025,0.112,"22,950",11.2,,1.260986144
39027,0.145,"6,090",14.5,,1.638322159
39029,0.146,"15,010",14.6,,1.54120747
39031,0.155,"5,680",15.5,,1.781674442
39033,0.149,"6,190",14.9,,1.899045901
39035,0.15,"185,960",15,,1.483684605
39037,0.12,"6,190",12,,1.878923109
39039,0.108,"4,090",10.8,,1.582452494
39041,0.068,"13,890",6.8,,1.954177243
39043,0.136,"10,140",13.6,,1.426320957
39045,0.103,"16,070",10.3,,1.318598709
39047,0.155,"4,440",15.5,,1.476843997
39049,0.126,"164,190",12.6,,2.00243713
39051,0.107,"4,500",10.7,,1.118535546
39053,0.158,"4,730",15.8,,1.902572736
39055,0.083,"7,800",8.3,,1.356083031
39057,0.111,"18,660",11.1,,1.426210609
39059,0.16,"6,240",16,,1.19349068
39061,0.125,"101,790",12.5,,1.812233557
39063,0.112,"8,520",11.2,,1.694466186
39065,0.138,"4,340",13.8,,1.485898769
39067,0.153,"2,310",15.3,,1.92280589
39069,0.106,"2,870",10.6,,1.185082947
39071,0.165,"7,110",16.5,,1.342325049
39073,0.139,"3,920",13.9,,1.627748779
39075,0.087,"3,820",8.7,,1.876668717
39077,0.134,"7,810",13.4,,1.184935148
39079,0.159,"5,170",15.9,,1.505507667
39081,0.162,"10,680",16.2,,1.618824427
39083,0.119,"7,340",11.9,,1.97239003
39085,0.112,"25,840",11.2,,1.044041562
39087,0.175,"10,470",17.5,,1.527486069
39089,0.114,"19,950",11.4,,1.598637042
39091,0.118,"5,350",11.8,,1.888000285
39093,0.131,"40,550",13.1,,2.026646395
39095,0.159,"68,350",15.9,,1.435348544
39097,0.108,"4,770",10.8,,1.723250139
39099,0.153,"34,870",15.3,,1.681797872
39101,0.139,"9,080",13.9,,1.810712622
39103,0.094,"16,830",9.4,,1.158574882
39105,0.18,"4,130",18,,1.612298038
39107,0.083,"3,390",8.3,,1.482937657
39109,0.108,"11,500",10.8,,1.292362973
39111,0.162,"2,240",16.2,,1.380037163
39113,0.142,"75,810",14.2,,1.31230807
39115,0.163,"2,370",16.3,,1.676526469
39117,0.11,"3,870",11,,1.433035213
39119,0.143,"12,310",14.3,,1.327860681
39121,0.153,"2,210",15.3,,2.009869973
39123,0.119,"4,810",11.9,,1.803438526
39125,0.12,"2,250",12,,1.388496172
39127,0.155,"5,580",15.5,,1.364694306
39129,0.13,"7,550",13,,1.170902364
39131,0.181,"5,050",18.1,,1.789541019
39133,0.117,"18,970",11.7,,1.357578081
39135,0.113,"4,620",11.3,,1.817218257
39137,0.084,"2,840",8.4,,1.750785322
39139,0.143,"17,290",14.3,,1.259645758
39141,0.155,"11,880",15.5,,1.946914216
39143,0.127,"7,450",12.7,,1.08379859
39145,0.19,"14,360",19,,1.867162571
39147,0.129,"7,110",12.9,,1.578955516
39149,0.12,"5,850",12,,1.676297259
39151,0.131,"48,510",13.1,,1.79099123
39153,0.125,"67,760",12.5,,1.827412361
39155,0.159,"31,610",15.9,,1.556040359
39157,0.13,"12,010",13,,1.57569183
39159,0.078,"4,540",7.8,,1.718116165
39161,0.111,"3,120",11.1,,1.268647973
39163,0.174,"2,260",17.4,,1.265166427
39165,0.082,"18,960",8.2,,1.227358283
39167,0.145,"8,710",14.5,,1.713525609
39169,0.11,"12,770",11,,1.947909208
39171,0.124,"4,560",12.4,,1.937384682
39173,0.115,"14,990",11.5,,1.76475617
39175,0.109,"2,390",10.9,,0.189130417
40001,0.19,"4,200",19,,1.182244895
40003,0.109,630,10.9,,0.564243418
40005,0.167,"2,300",16.7,,1.764479652
40007,0.081,430,8.1,,1.485509189
40009,0.153,"3,330",15.3,,1.143857259
40011,0.124,"1,180",12.4,,0.671305272
40013,0.154,"7,260",15.4,,1.118068673
40015,0.151,"4,400",15.1,,1.006061367
40017,0.099,"14,310",9.9,,0.894619331
40019,0.155,"7,500",15.5,,0.255278611
40021,0.167,"8,140",16.7,,0.486058898
40023,0.196,"2,890",19.6,,2.319003482
40025,0.128,280,12.8,,0.821073406
40027,0.113,"32,010",11.3,,0.589345222
40029,0.187,"1,040",18.7,,1.170749661
40031,0.149,"18,040",14.9,,1.17830638
40033,0.166,960,16.6,,0.354002036
40035,0.159,"2,270",15.9,,0.581738885
40037,0.131,"9,390",13.1,,1.294757559
40039,0.121,"3,490",12.1,,0.19916244
40041,0.156,"6,680",15.6,,1.308910308
40043,0.121,590,12.1,,1.528655647
40045,0.136,540,13.6,,1.009560494
40047,0.131,"8,070",13.1,,0.84562938
40049,0.14,"3,880",14,,0.984626325
40051,0.122,"6,770",12.2,,1.038201866
40053,0.11,480,11,,1.460875188
40055,0.156,900,15.6,,1.550516152
40057,0.12,320,12,,1.551917411
40059,0.135,500,13.5,,0.197525566
40061,0.179,"2,270",17.9,,0.524918872
40063,0.171,"2,270",17.1,,1.43938853
40065,0.125,"3,090",12.5,,1.058225722
40067,0.172,"1,050",17.2,,0.725111531
40069,0.174,"1,920",17.4,,0.865182758
40071,0.153,"6,740",15.3,,1.01200676
40073,0.095,"1,500",9.5,,1.298108002
40075,0.167,"1,470",16.7,,0.280359822
40077,0.178,"1,820",17.8,,0.166074552
40079,0.171,"8,530",17.1,,0.703628077
40081,0.137,"4,800",13.7,,0.873207096
40083,0.11,"5,200",11,,0.933834776
40085,0.131,"1,330",13.1,,0.861019717
40087,0.099,"3,940",9.9,,0.317936608
40089,0.179,"5,880",17.9,,0.350138549
40091,0.189,"3,730",18.9,,1.202727935
40093,0.121,930,12.1,,0.805256755
40095,0.148,"2,470",14.8,,0.309832334
40097,0.154,"6,330",15.4,,0.805211708
40099,0.154,"2,150",15.4,,0.285736919
40101,0.161,"11,040",16.1,,0.867909932
40103,0.113,"1,280",11.3,,0.460239784
40105,0.144,"1,480",14.4,,0.536995821
40107,0.183,"2,190",18.3,,0.844456797
40109,0.131,"103,470",13.1,,0.446777202
40111,0.16,"6,160",16,,0.648839257
40113,0.134,"6,290",13.4,,0.284048119
40115,0.165,"5,150",16.5,,0.719672744
40117,0.14,"2,300",14,,0.761797611
40119,0.149,"12,240",14.9,,0.399375508
40121,0.167,"7,350",16.7,,0.672983742
40123,0.131,"5,040",13.1,,0.714064306
40125,0.143,"10,370",14.3,,0.414297783
40127,0.18,"1,990",18,,1.490883151
40129,0.13,470,13,,0.416015867
40131,0.113,"10,370",11.3,,0.621303701
40133,0.187,"4,610",18.7,,0.107949792
40135,0.169,"7,040",16.9,,1.015605323
40137,0.152,"6,620",15.2,,2.038580711
40139,0.114,"2,340",11.4,,1.32073468
40141,0.158,"1,160",15.8,,0.505717259
40143,0.131,"85,400",13.1,,0.376876835
40145,0.117,"9,370",11.7,,0.523802754
40147,0.131,"6,800",13.1,,1.290444894
40149,0.132,"1,460",13.2,,1.333116771
40151,0.117,"1,040",11.7,,1.409504135
40153,0.129,"2,630",12.9,,6.838097927
41001,0.132,"2,120",13.2,,8.199669758
41003,0.101,"9,300",10.1,,7.957620573
41005,0.083,"34,480",8.3,,8.360555593
41007,0.125,"4,960",12.5,,8.223557108
41009,0.103,"5,380",10.3,,8.288411384
41011,0.146,"9,350",14.6,,7.428895246
41013,0.115,"2,740",11.5,,8.287478017
41015,0.13,"2,990",13,,7.625147555
41017,0.098,"18,880",9.8,,8.069062706
41019,0.125,"13,750",12.5,,7.49924724
